from_txn_id,to_txn_id,time_delta_hours,amount_ratio,channel_change
3348997,3387261,307.1408,2.7624,False
3348998,3349067,0.3228,1.9408,False
3348999,3349006,0.0117,2.6679,False
3349000,3353230,28.6092,0.3763,False
3349001,3349028,0.0894,1.9832,False
3349002,3349681,3.1197,0.5082,False
3349003,3362244,99.9561,3.4918,False
3349004,3349296,1.4961,0.3408,False
3349005,3349037,0.1594,1.0019,False
3349006,3349007,0.0006,0.9997,False
3349007,3349073,0.3383,0.279,False
3349008,3353019,27.7978,12.8555,False
3349009,3352961,27.5722,3.3796,False
3349010,3349078,0.3517,0.9986,False
3349011,3349081,0.3556,0.2552,False
3349012,3353237,28.5986,0.9636,False
3349013,3349088,0.3903,1.0,False
3349014,3349247,1.1294,0.965,False
3349015,3349017,0.0031,1.0006,False
3349017,3365058,122.7358,0.8946,False
3349018,3374660,198.4264,1.8078,False
3349019,3349106,0.4281,2.6893,False
3349020,3349058,0.1983,1.7242,False
3349021,3349046,0.1372,0.7095,False
3349022,3349083,0.3269,3.3585,False
3349023,3420636,556.6378,0.5105,False
3349024,3364358,119.3086,0.9995,False
3349025,3349049,0.1297,0.3212,False
3349026,3350134,4.9897,4.352,False
3349027,3349077,0.2797,0.4774,False
3349028,3349344,1.6186,1.3678,False
3349029,3349050,0.1056,0.6368,False
3349030,3360325,83.8814,0.4277,False
3349031,3350449,6.5047,0.4237,False
3349032,3350729,8.4744,1.8303,False
3349033,3349079,0.2533,0.5046,False
3349034,3349761,3.3728,11.3855,True
3349035,3350063,4.6108,0.6654,False
3349036,3358039,69.9858,1.0002,False
3349037,3349039,0.0008,1.0005,False
3349038,3349151,0.4992,2.2137,False
3349039,3349053,0.0533,4.136,False
3349040,3349473,2.0719,0.2782,False
3349041,3355290,47.6494,0.4182,False
3349042,3474447,1011.4839,1.3331,False
3349043,3349092,0.2425,3.4384,False
3349044,3349676,2.9114,0.2027,False
3349045,3349170,0.5914,0.0865,False
3349046,3349047,0.0036,1.411,False
3349047,3349069,0.1253,0.9996,False
3349048,3349152,0.4675,1.8584,False
3349049,3349054,0.0172,6.4089,False
3349050,3349108,0.2831,0.9986,False
3349052,3349400,1.7586,2.3555,False
3349053,3349319,1.365,0.0955,False
3349054,3349084,0.1694,0.1838,False
3349055,3349268,1.1083,0.4572,False
3349056,3350320,5.7322,1.5181,False
3349058,3349087,0.16,0.2474,False
3349059,3358820,73.5786,0.8926,False
3349060,3350046,4.4581,0.2599,False
3349061,3350105,4.6478,0.1694,False
3349062,3355751,49.6306,0.3763,False
3349063,3349348,1.4408,3.0833,True
3349064,3350753,8.4328,0.6533,True
3349065,3349197,0.6664,0.504,False
3349066,3349105,0.1853,0.1326,False
3349067,3359463,76.5272,0.1961,False
3349068,3349104,0.1525,0.7186,False
3349069,3349082,0.0636,0.5345,False
3349070,3349097,0.1125,1.0587,False
3349071,3366184,129.885,1.559,False
3349072,3349272,1.0033,0.8592,False
3349073,3349143,0.2864,1.2528,False
3349074,3349937,3.9103,1.222,False
3349075,3349133,0.2206,0.9999,False
3349076,3351040,16.9067,1.1725,False
3349077,3349101,0.0847,1.0,False
3349078,3352269,24.3719,0.9521,True
3349079,3354530,43.2436,2.3866,False
3349080,3349098,0.0653,0.9797,False
3349081,3349325,1.2439,1.3873,True
3349082,3349138,0.2225,0.2143,False
3349083,3349222,0.6733,0.3672,False
3349084,3349158,0.2972,6.2086,False
3349085,3349951,3.9197,2.1583,True
3349086,3351451,20.24,0.4993,False
3349087,3349162,0.295,7.8036,False
3349088,3349153,0.2506,1.0,False
3349089,3353745,30.6142,1.4702,False
3349090,3349176,0.3944,0.3611,False
3349091,3352523,25.4581,1.8148,False
3349092,3350177,4.8769,0.2647,False
3349093,3427886,605.1825,0.2615,False
3349094,3349142,0.2008,4.6095,False
3349095,3349179,0.4039,1.5153,False
3349096,3349190,0.4689,0.7531,False
3349097,3349283,0.9558,0.4446,False
3349098,3349148,0.2058,3.5571,False
3349099,3349213,0.5825,0.0481,False
3349100,3349355,1.2933,1.9301,False
3349101,3349212,0.5617,1.9856,False
3349102,3350193,4.9367,1.8392,True
3349103,3349702,2.7797,3.5712,False
3349104,3349166,0.3058,0.8603,False
3349105,3349116,0.0294,1.9663,False
3349106,3349851,3.3858,0.3722,False
3349107,3349956,3.8361,0.4689,False
3349108,3349769,3.0558,1.001,False
3349109,3349873,3.48,0.9994,False
3349110,3349120,0.0314,3.9914,False
3349111,3351868,22.2939,2.6561,False
3349112,3349229,0.5897,2.0932,False
3349113,3349385,1.4,0.1283,False
3349114,3352271,24.2469,0.2692,False
3349115,3412295,500.5483,0.9997,False
3349116,3349565,2.0939,0.5768,False
3349117,3350873,9.7667,0.4296,False
3349118,3349181,0.3153,2.2738,False
3349119,3349301,0.9825,0.2687,False
3349120,3349144,0.1072,1.0006,False
3349121,3354475,42.7147,0.3443,True
3349122,3349286,0.8719,0.0086,False
3349123,3351613,21.0297,1.0009,False
3349125,3350249,5.0842,0.3213,False
3349126,3349461,1.6333,0.5461,False
3349127,3349963,3.8142,0.4396,False
3349128,3351391,19.7981,0.3152,False
3349129,3349435,1.5611,0.9641,False
3349130,3352819,26.4664,0.7142,False
3349131,3349287,0.8333,1.9127,False
3349132,3369559,162.9103,1.0009,False
3349133,3395689,367.1197,0.3333,False
3349134,3353316,28.38,1.7505,False
3349135,3349244,0.5831,5.0144,False
3349136,3349444,1.5383,0.4165,False
3349137,3361885,97.6817,3.0062,False
3349138,3349203,0.3658,4.7426,False
3349139,3349490,1.7033,0.657,False
3349140,3349168,0.1511,1.0002,False
3349141,3349243,0.5417,1.0035,False
3349142,3349169,0.1503,0.518,False
3349143,3349252,0.6061,1.074,False
3349144,3349157,0.0494,0.2507,False
3349145,3355812,49.5586,1.9854,False
3349146,3351189,18.4,1.7247,True
3349147,3355183,46.6683,1.55,False
3349148,3349192,0.2717,0.2376,False
3349149,3361952,97.9411,1.001,False
3349150,3349218,0.3836,0.9911,False
3349151,3349804,3.0569,0.9948,False
3349152,3349646,2.2861,3.9673,True
3349153,3354567,43.2008,0.1287,False
3349154,3349253,0.5697,0.726,True
3349155,3350839,8.8497,5.4576,False
3349156,3490066,1154.1975,5.0814,False
3349157,3349159,0.0064,1.0003,False
3349158,3349164,0.0619,0.366,False
3349159,3349206,0.2975,0.9965,False
3349160,3349305,0.8303,4.8484,True
3349161,3349639,2.2281,1.0003,False
3349162,3349198,0.2567,0.1504,False
3349163,3350481,6.1069,0.2687,False
3349164,3349194,0.1808,2.6974,False
3349165,3349497,1.5836,0.9028,False
3349166,3349182,0.0717,1.2229,False
3349167,3349278,0.5944,1.0932,False
3349168,3349764,2.7481,1.1588,True
3349169,3349240,0.3614,0.999,False
3349170,3349184,0.065,1.9976,False
3349171,3349270,0.5378,1.9308,False
3349172,3390631,332.7319,0.2584,False
3349173,3349221,0.2511,0.6666,False
3349174,3351867,21.9722,1.0778,False
3349175,3351792,21.6006,0.4237,False
3349176,3349321,0.7939,2.7716,False
3349177,3351571,20.4983,0.9445,False
3349178,3350593,6.7828,0.1929,False
3349179,3349734,2.5708,0.1163,False
3349180,3372625,187.5967,1.4583,False
3349181,3349322,0.7736,2.2028,False
3349182,3349255,0.4019,0.3936,False
3349183,3349275,0.5111,0.5,False
3349184,3349331,0.8081,1.5198,False
3349185,3362557,100.5731,9.5402,False
3349186,3349337,0.7964,0.3165,False
3349187,3352391,24.4411,1.171,True
3349188,3349328,0.7472,0.9998,False
3349189,3349729,2.4653,1.6083,False
3349190,3349219,0.1478,0.9977,False
3349191,3403093,430.3764,0.6849,True
3349192,3349336,0.76,5.7223,False
3349193,3434682,657.7467,0.3559,False
3349194,3349256,0.3147,0.3715,False
3349195,3349360,0.8511,4.4872,False
3349196,3352807,26.0256,1.9318,False
3349197,3349274,0.3953,0.6082,False
3349198,3349209,0.0472,4.7059,False
3349200,3350827,8.3611,1.5019,False
3349201,3377764,222.1706,3.2431,True
3349202,3349235,0.1539,1.0035,False
3349203,3349362,0.815,0.6601,False
3349204,3349417,1.0583,0.7649,False
3349205,3350345,5.1175,1.1504,False
3349206,3354039,32.3414,14.241,True
3349207,3349262,0.2683,0.9222,False
3349208,3351044,16.4178,0.6898,False
3349209,3349214,0.0183,0.3056,False
3349210,3349277,0.3522,0.4469,False
3349211,3349264,0.2858,0.5002,False
3349212,3349664,2.0353,0.0914,False
3349213,3349424,1.0422,0.2499,True
3349214,3349282,0.3503,1.0018,False
3349215,3351748,21.1647,6.8178,False
3349216,3361355,94.445,0.2225,False
3349217,3366677,139.155,0.8311,False
3349218,3349303,0.47,0.2693,True
3349219,3349379,0.8236,1.3735,True
3349220,3404646,437.4806,0.7063,False
3349221,3349223,0.0108,1.4993,False
3349222,3349237,0.0733,0.8291,False
3349223,3349231,0.0325,0.6672,False
3349224,3363335,110.5006,2.1138,True
3349225,3349529,1.3772,0.5297,False
3349226,3350611,6.7147,1.6426,False
3349227,3349425,1.0039,0.897,False
3349228,3349232,0.0222,2.7933,False
3349229,3349358,0.6714,0.3453,False
3349230,3365509,123.865,0.668,False
3349231,3349242,0.0644,0.9999,False
3349232,3349267,0.2139,0.2912,False
3349233,3349711,2.1694,0.2839,False
3349234,3352685,25.4236,0.4406,False
3349235,3350865,8.9919,3.3726,False
3349236,3349239,0.0056,0.5771,False
3349237,3349370,0.6894,3.4909,False
3349238,3352299,23.7625,1.4132,False
3349239,3360939,92.165,5.8823,False
3349240,3349507,1.2414,0.4096,False
3349241,3349273,0.2042,0.1851,True
3349242,3349260,0.1044,0.9993,False
3349243,3349373,0.6708,1.9955,False
3349244,3353042,26.7272,0.0628,False
3349245,3356206,50.7372,2.8853,False
3349246,3548580,1629.1661,42.613,False
3349247,3349544,1.3172,0.4812,False
3349248,3355281,46.5956,0.5485,False
3349249,3349395,0.7575,1.1793,False
3349251,3350267,4.4919,3.4649,False
3349252,3349300,0.27,7.9862,False
3349253,3350884,9.2539,0.4078,False
3349254,3351215,18.0058,1.9836,False
3349255,3349356,0.5086,1.1403,False
3349256,3349326,0.3808,0.9804,False
3349257,3349390,0.69,0.9663,False
3349258,3354582,42.7181,4.2633,False
3349259,3351967,21.9689,0.9161,False
3349260,3351499,19.6783,1.0005,False
3349261,3385219,287.0603,1.3291,False
3349262,3349446,0.8675,0.616,False
3349263,3349304,0.2208,3.9008,False
3349264,3349279,0.0725,1.6401,True
3349265,3350606,6.4097,0.1511,False
3349266,3352817,25.6944,1.8974,False
3349267,3349329,0.3111,6.1617,False
3349268,3352071,22.3753,1.2571,False
3349269,3349441,0.7906,0.6738,False
3349270,3349959,3.0167,0.5177,False
3349271,3365149,121.8847,0.4775,False
3349272,3350107,3.5811,0.1832,False
3349273,3349392,0.5911,5.3162,True
3349274,3349405,0.6306,3.1511,False
3349275,3349297,0.1433,0.9998,False
3349276,3457478,861.7878,1.6508,False
3349277,3349369,0.4517,1.0162,False
3349278,3349577,1.2811,3.8307,False
3349279,3349788,2.2658,0.9155,True
3349280,3350655,6.6658,0.2537,False
3349282,3349302,0.1311,1.2046,False
3349283,3349751,2.0903,0.5973,False
3349284,3349315,0.1719,2.0003,False
3349285,3349709,1.8586,0.118,True
3349286,3349447,0.7417,2.0251,False
3349287,3349470,0.8133,0.6194,False
3349288,3349517,0.9972,0.2974,True
3349289,3350490,5.4811,0.2961,False
3349290,3355020,45.0514,0.2873,True
3349291,3349576,1.1653,0.9867,False
3349292,3349299,0.0236,1.0002,False
3349294,3349542,0.9914,1.7958,False
3349295,3361543,95.0633,0.375,False
3349296,3349384,0.3964,0.466,False
3349297,3349909,2.6692,0.9996,False
3349299,3350253,4.1411,0.2738,True
3349300,3349518,0.9142,0.3582,False
3349301,3349469,0.7078,2.3728,False
3349302,3349312,0.0519,0.8298,False
3349303,3349402,0.4631,0.2503,False
3349304,3349743,1.9239,0.5176,False
3349305,3349327,0.0989,0.3867,True
3349306,3359043,73.4019,0.5089,False
3349307,3349364,0.2642,0.341,True
3349308,3351610,20.0072,0.3608,False
3349309,3349463,0.6361,1.2179,False
3349310,3349339,0.1347,0.7667,False
3349311,3351198,17.5581,3.3558,False
3349312,3349333,0.0997,3.2874,False
3349313,3353384,27.7167,0.8079,False
3349314,3392908,345.5483,0.4531,False
3349315,3349413,0.4533,1.8631,False
3349316,3353328,27.445,0.5136,False
3349317,3349320,0.015,1.0001,False
3349319,3349492,0.7511,3.2708,False
3349320,3363549,113.3511,0.3901,True
3349321,3349374,0.2314,0.527,False
3349322,3351205,17.5581,0.9014,False
3349323,3349999,2.8672,0.9833,False
3349324,3362038,97.3886,3.6222,False
3349325,3349410,0.3814,2.1722,True
3349326,3349383,0.2686,0.502,False
3349327,3349626,1.2556,2.7593,False
3349328,3349770,1.9136,0.8159,True
3349329,3349343,0.0736,0.2285,False
3349330,3351097,16.4383,6.3945,False
3349331,3349376,0.1933,0.5446,False
3349332,3351562,19.6189,1.425,False
3349333,3349377,0.1925,0.2791,False
3349334,3349849,2.1844,0.8017,False
3349335,3350094,3.2022,1.0513,True
3349336,3349575,0.9633,1.8819,False
3349337,3349386,0.2208,6.1059,False
3349338,3349926,2.5411,2.5824,False
3349339,3350428,4.8197,4.6564,True
3349340,3349521,0.7378,12.2122,False
3349341,3361536,94.8453,0.629,False
3349342,3349736,1.7039,0.4983,False
3349343,3349589,0.9933,1.6057,False
3349344,3349349,0.0103,2.3444,False
3349345,3351077,16.1411,0.8462,False
3349346,3350819,7.5344,1.3002,False
3349347,3353507,28.1492,0.5711,False
3349348,3350475,5.1,0.1312,True
3349349,3349501,0.6417,0.3015,False
3349350,3350727,6.8642,0.6388,False
3349351,3516955,1367.4081,0.3996,False
3349352,3349357,0.0161,1.2717,True
3349353,3350361,4.4314,0.4193,False
3349354,3418076,535.8803,1.4361,True
3349355,3349398,0.2167,10.5243,False
3349356,3349412,0.2606,1.1095,False
3349357,3349949,2.5644,1.1312,True
3349358,3349674,1.3253,1.0757,False
3349359,3390662,331.9633,0.9983,False
3349360,3349421,0.2778,0.1829,False
3349361,3350360,4.3794,1.9167,False
3349362,3349420,0.2667,1.5173,False
3349364,3349389,0.1378,0.899,True
3349365,3351410,18.6225,10.546,True
3349366,3350008,2.7114,0.1361,False
3349367,3350495,5.1339,0.5368,False
3349368,3349803,1.9044,0.581,False
3349369,3349472,0.4128,4.7472,False
3349370,3349371,0.0014,1.0004,False
3349371,3349484,0.4772,1.2267,False
3349372,3349483,0.4517,1.1348,False
3349373,3349708,1.4231,12.2801,False
3349374,3349401,0.1278,0.7368,False
3349375,3370920,168.9739,1.5184,False
3349376,3349540,0.6336,1.8168,False
3349377,3349442,0.2694,2.2255,True
3349378,3355752,48.0247,0.5714,False
3349379,3349840,1.9414,1.9994,False
3349380,3350152,3.2556,1.0005,False
3349381,3357879,67.5172,2.1806,False
3349382,3351034,15.2658,1.3558,False
3349383,3349466,0.3036,0.8438,False
3349384,3349431,0.2044,2.1477,False
3349385,3349549,0.6197,0.6938,False
3349386,3349625,0.9783,0.261,False
3349388,3351090,16.0861,0.5005,False
3349389,3350157,3.2347,5.9326,False
3349390,3349855,1.9628,2.4881,False
3349391,3350460,4.7708,1.1137,False
3349392,3349686,1.2094,1.9484,False
3349393,3351092,16.0778,0.5178,False
3349394,3349458,0.2206,3.8969,False
3349395,3349687,1.2022,2.0,False
3349396,3387758,308.0581,0.2167,False
3349397,3352095,21.8458,0.1687,True
3349398,3351141,16.5508,0.0211,True
3349399,3406415,454.0439,2.4696,False
3349400,3349556,0.5675,1.0004,False
3349401,3349611,0.865,1.9802,False
3349402,3349616,0.8789,9.02,True
3349403,3349836,1.8256,0.9233,False
3349404,3378219,231.5286,0.2537,False
3349405,3349599,0.7897,0.8575,False
3349406,3349831,1.8044,0.346,False
3349407,3350303,3.9019,7.3118,False
3349408,3389075,314.1625,1.6848,False
3349409,3375957,212.4225,3.4866,False
3349410,3349545,0.4894,0.9996,False
3349411,3349495,0.3364,0.1859,False
3349412,3349433,0.0928,3.5417,False
3349413,3349558,0.5358,0.5469,False
3349414,3352454,23.5597,0.4178,False
3349415,3350211,3.4697,0.3606,False
3349416,3349504,0.3331,0.9996,False
3349417,3351124,16.3003,1.8974,False
3349418,3349571,0.5761,0.2608,False
3349419,3356841,52.65,0.8437,False
3349420,3349437,0.0583,1.4224,False
3349421,3349430,0.0328,7.8926,False
3349422,3388284,310.4256,1.2051,False
3349423,3349698,1.1556,0.5871,False
3349424,3349559,0.4939,9.04,True
3349425,3349777,1.5008,3.0507,False
3349426,3364113,116.1094,1.6902,False
3349427,3349541,0.3947,0.4953,False
3349428,3350209,3.4028,0.9827,False
3349429,3473020,1001.4556,0.6971,False
3349430,3349438,0.0231,0.1481,False
3349431,3349457,0.065,0.7649,False
3349432,3349560,0.4692,1.0174,False
3349433,3349494,0.2289,0.6168,False
3349434,3366751,138.5983,13.4793,False
3349435,3350775,6.8125,0.513,False
3349436,3360474,88.0311,0.308,False
3349437,3349502,0.2453,0.3675,False
3349438,3349448,0.0253,6.7441,False
3349439,3355416,46.2722,0.4986,False
3349440,3349564,0.4706,0.4975,False
3349441,3350188,3.2419,1.0954,False
3349442,3349612,0.7125,1.0496,True
3349443,3357150,54.8561,0.1278,False
3349444,3350413,4.3119,12.9105,False
3349445,3351649,19.6275,0.1722,False
3349446,3349594,0.5864,14.1967,False
3349447,3350114,2.835,0.4911,False
3349448,3349460,0.0258,0.9722,False
3349449,3367998,144.8878,1.6832,True
3349450,3349513,0.2569,0.4008,False
3349451,3351329,17.8361,1.0,False
3349452,3386327,291.4594,0.2968,False
3349453,3354195,34.4672,1.4459,False
3349454,3353381,27.1111,0.4763,False
3349455,3357045,54.0183,0.1312,False
3349456,3350994,13.11,9.2146,False
3349457,3349581,0.5108,2.9028,False
3349458,3351117,16.1342,0.1062,False
3349459,3351519,18.8939,1.0025,False
3349460,3349477,0.1061,1.0008,False
3349461,3349629,0.7211,2.4779,False
3349462,3350483,4.6883,0.665,False
3349463,3349891,1.8842,0.0862,False
3349464,3349955,2.1383,0.7806,True
3349465,3349481,0.0986,0.9998,False
3349466,3349528,0.2536,1.9535,False
3349468,3350265,3.4972,0.1537,False
3349469,3349553,0.3111,0.7263,False
3349470,3349845,1.6314,1.9917,False
3349471,3350343,3.8731,3.4848,False
3349472,3349749,1.2439,0.0959,False
3349473,3349588,0.4583,1.2927,False
3349474,3359108,72.9161,0.8378,True
3349475,3407113,457.1567,0.3455,False
3349476,3349921,1.94,1.0032,False
3349477,3349486,0.0372,0.1535,False
3349478,3513341,1339.3656,2.6502,False
3349479,3350707,6.1144,2.8973,False
3349480,3352733,24.4053,2.164,False
3349481,3349516,0.1253,1.0,False
3349482,3357730,66.27,3.5691,False
3349483,3349562,0.2875,0.1323,False
3349484,3349537,0.1744,3.502,False
3349485,3349505,0.0653,0.9762,False
3349486,3349488,0.0022,6.6997,False
3349487,3351066,15.3472,0.6292,False
3349488,3349499,0.0383,0.1498,False
3349489,3355368,45.8536,0.442,False
3349490,3349683,0.81,0.4033,False
3349491,3351073,15.4642,1.0024,False
3349492,3349671,0.7431,0.3873,False
3349493,3349569,0.2767,1.0363,False
3349494,3349546,0.1611,0.5335,False
3349495,3350158,2.8294,5.6054,False
3349496,3369686,162.0089,0.5354,False
3349497,3351163,16.3794,0.8935,False
3349498,3350575,5.1311,2.2404,False
3349499,3349500,0.0033,0.9961,False
3349500,3349520,0.0711,6.5034,False
3349501,3349534,0.0992,1.9986,False
3349502,3349580,0.3153,1.9122,False
3349503,3351072,15.3731,2.187,False
3349504,3432416,643.2358,3.206,False
3349505,3349531,0.0806,0.9992,False
3349506,3351500,18.5756,1.0616,False
3349507,3349645,0.56,2.4439,False
3349508,3357502,64.3747,2.0188,False
3349510,3373800,191.9636,1.0002,False
3349511,3349587,0.2917,1.297,False
3349513,3352310,22.5542,2.0666,False
3349514,3350503,4.5786,0.4556,False
3349515,3351489,18.4694,1.4815,False
3349516,3349523,0.0208,0.9999,False
3349517,3349822,1.3561,4.3675,True
3349518,3349657,0.5822,0.1762,False
3349519,3368935,149.2356,1.841,False
3349520,3349524,0.0053,0.9998,False
3349521,3349621,0.4367,0.7152,False
3349522,3391728,336.5314,1.8604,False
3349523,3367752,143.4511,0.3904,True
3349524,3349526,0.0108,1.002,False
3349525,3351261,17.1036,1.8281,False
3349526,3349586,0.2489,0.9979,False
3349527,3377010,217.1106,1.1432,False
3349528,3349538,0.0278,1.2313,False
3349529,3350852,7.3331,8.6941,False
3349530,3349823,1.3206,0.2408,False
3349531,3358921,71.8592,3.3415,False
3349532,3349668,0.6125,1.2024,False
3349533,3349688,0.6956,0.7192,False
3349534,3349623,0.4142,0.1324,True
3349536,3351423,18.0161,2.3317,False
3349537,3349660,0.5414,0.2176,False
3349538,3349591,0.2225,1.9847,False
3349539,3350497,4.4839,0.3484,False
3349540,3349759,1.0175,0.3326,False
3349541,3349596,0.2544,0.3626,False
3349542,3349543,0.0008,0.3468,False
3349543,3349651,0.4781,0.9791,False
3349544,3349846,1.3575,3.2908,False
3349545,3349665,0.5614,0.4528,False
3349546,3349554,0.035,3.0462,False
3349547,3369800,162.5328,2.0366,False
3349548,3349733,0.9014,1.8594,False
3349549,3349568,0.0928,1.002,False
3349550,3360847,90.3269,0.2439,False
3349551,3349633,0.3858,1.0004,False
3349552,3415272,520.9108,0.185,False
3349553,3349839,1.285,11.0762,False
3349554,3349605,0.2892,0.1174,False
3349555,3349585,0.1603,0.6215,False
3349556,3349706,0.7211,0.3494,False
3349557,3353116,25.6594,0.2879,False
3349558,3350009,1.9583,52.1395,False
3349559,3349573,0.0592,0.2215,True
3349560,3359958,77.1433,1.2394,False
3349561,3349760,0.9322,2.3702,True
3349562,3349604,0.2219,0.5624,False
3349563,3355076,44.1542,6.5076,False
3349564,3349624,0.2864,1.7877,False
3349565,3349772,0.9533,9.1819,False
3349566,3350962,10.325,1.2406,False
3349567,3354200,34.1811,1.7259,False
3349568,3351057,14.9808,3.1205,False
3349569,3350251,3.0222,1.9676,False
3349570,3353456,26.9542,2.5608,False
3349571,3349597,0.1411,1.1546,False
3349572,3349844,1.2222,0.6598,False
3349573,3349703,0.6178,0.801,False
3349574,3355098,44.2017,7.6944,True
3349575,3349700,0.5972,0.3244,False
3349576,3349630,0.2531,0.9993,False
3349577,3355680,46.9025,0.5173,False
3349578,3349661,0.3742,0.6333,False
3349579,3350309,3.2672,2.5054,False
3349580,3349590,0.0269,1.9154,False
3349581,3349995,1.8003,0.6306,False
3349582,3351256,16.8436,0.5109,False
3349583,3367938,144.0989,1.9231,False
3349584,3350110,2.2542,0.2158,True
3349585,3349631,0.2092,1.6097,False
3349586,3349781,0.9178,0.1553,False
3349587,3349617,0.1639,0.9946,False
3349588,3349677,0.4106,0.999,False
3349589,3350164,2.5153,0.7667,False
3349590,3349658,0.3056,0.4336,False
3349591,3349615,0.1456,0.4601,False
3349592,3349608,0.1225,0.999,False
3349593,3350980,11.6233,3.8637,False
3349594,3350195,2.6753,0.1149,False
3349595,3349614,0.1094,0.9978,False
3349596,3350531,4.4242,5.1381,False
3349597,3350085,2.0956,0.7199,False
3349598,3356629,50.8444,0.3236,False
3349599,3351421,17.7008,0.402,False
3349600,3349601,0.0058,0.9995,False
3349601,3365205,120.7317,0.935,False
3349602,3350714,5.6744,4.1155,True
3349603,3389661,316.8122,7.2216,False
3349604,3349609,0.0319,2.1825,False
3349605,3349637,0.0967,0.9723,False
3349606,3363474,111.2647,0.2486,False
3349607,3374859,197.1469,3.6294,False
3349608,3349610,0.0083,0.999,False
3349609,3349699,0.4103,1.8121,False
3349610,3349638,0.0817,0.9988,False
3349611,3349944,1.4558,0.4448,False
3349612,3349653,0.1319,1.0956,False
3349613,3358566,69.8342,0.9988,False
3349614,3349670,0.2269,1.003,False
3349615,3349742,0.5892,0.9101,False
3349616,3349715,0.4461,2.4517,False
3349617,3349735,0.5483,1.0049,False
3349618,3362216,96.9753,1.4419,False
3349619,3349794,0.8008,2.2104,False
3349620,3351158,15.7869,0.4926,False
3349621,3349722,0.4539,2.4519,False
3349622,3377040,216.8142,0.3324,False
3349623,3349860,1.0397,36.9084,True
3349624,3350121,2.1431,0.3914,False
3349625,3349685,0.2683,6.9517,False
3349626,3349755,0.6033,0.0934,False
3349627,3350535,4.3219,1.3031,False
3349628,3350822,6.3786,2.2279,False
3349629,3349691,0.2653,0.6295,False
3349630,3349847,0.9531,1.6578,False
3349631,3350947,8.9406,6.6671,False
3349632,3476927,1032.1739,1.7253,False
3349633,3352041,20.6756,3.4514,False
3349634,3351128,15.4561,0.4822,False
3349636,3355287,44.8961,0.3017,False
3349637,3349739,0.5108,0.8497,False
3349638,3349863,1.0089,2.2071,False
3349639,3350270,2.8042,0.6658,False
3349640,3405518,448.4567,6.4869,False
3349641,3349810,0.7892,0.4087,False
3349642,3390313,328.6589,1.0012,False
3349643,3372580,185.3414,0.1846,False
3349644,3350514,4.1267,5.0158,False
3349645,3349842,0.88,0.5046,False
3349646,3349672,0.1261,0.8395,True
3349647,3354801,42.3778,0.7049,False
3349648,3351944,20.1556,0.881,False
3349649,3350436,3.5925,0.9997,False
3349650,3354966,43.2819,0.7175,False
3349651,3349898,1.1375,1.0215,False
3349652,3349731,0.4325,1.0,False
3349653,3349662,0.0619,0.9485,False
3349654,3349737,0.4386,3.802,False
3349655,3353509,26.8856,2.2967,False
3349656,3351396,17.3606,1.0003,False
3349657,3349965,1.3742,1.9834,False
3349658,3349666,0.0531,2.3889,False
3349659,3367003,139.1653,2.0847,True
3349660,3349692,0.1494,1.0008,False
3349661,3391357,334.065,2.3351,False
3349662,3349675,0.0581,0.908,False
3349663,3351249,16.4136,0.3162,False
3349664,3349682,0.0706,1.0,False
3349665,3349724,0.2733,11.2848,False
3349666,3349919,1.1464,0.2043,False
3349667,3353787,28.2344,0.5178,False
3349668,3350201,2.37,1.4443,False
3349669,3352136,20.9653,0.1697,False
3349671,3349859,0.8319,2.6516,False
3349672,3349852,0.7997,0.2575,False
3349673,3349779,0.5192,5.6409,False
3349674,3349753,0.4006,0.4992,False
3349675,3349704,0.1575,0.4952,False
3349676,3351186,15.9156,1.2951,False
3349677,3349684,0.0356,0.6471,False
3349678,3354412,39.6711,2.0946,False
3349679,3350029,1.4856,0.4098,False
3349680,3432287,641.8278,0.5899,False
3349681,3350630,4.7808,5.612,False
3349682,3350040,1.5647,2.7187,False
3349683,3349904,1.0039,1.776,False
3349684,3350078,1.6756,0.9904,False
3349685,3349945,1.1489,0.6386,False
3349686,3349714,0.1519,0.4819,False
3349687,3349969,1.2358,0.2598,True
3349688,3357877,66.2483,1.405,False
3349689,3350682,5.0611,1.0655,True
3349690,3349696,0.0606,1.5009,False
3349691,3349825,0.6172,3.0448,False
3349692,3349727,0.1872,0.3626,False
3349693,3373388,189.1733,0.9533,False
3349694,3364723,118.0525,2.4517,False
3349695,3352220,21.3042,0.5799,False
3349696,3349728,0.1378,0.9992,False
3349697,3349712,0.065,2.0195,False
3349698,3349745,0.2369,0.9993,False
3349699,3349912,0.9378,8.7866,False
3349700,3349741,0.1956,0.1694,False
3349701,3350515,3.84,0.4389,False
3349702,3354729,41.7197,0.576,False
3349703,3349862,0.6806,2.4941,False
3349704,3349730,0.1328,2.04,True
3349705,3349710,0.0169,0.9074,False
3349706,3349786,0.3792,1.1442,False
3349707,3356432,49.5569,0.9888,False
3349708,3349832,0.5342,0.0828,False
3349709,3352119,20.655,4.0431,True
3349710,3349960,1.0869,0.6111,False
3349711,3359983,76.6053,4.3688,False
3349712,3355909,47.3458,0.6591,False
3349713,3375693,209.6378,0.5458,False
3349714,3349800,0.4092,2.002,False
3349715,3349748,0.1697,1.0,False
3349716,3353281,25.4872,2.7106,False
3349717,3361805,94.5256,2.9354,False
