from_txn_id,to_device_profile_id,newness,proxy_type,match_status,device_type
3306833,DP-3af5209112683dc7,New,,,mobile
3306842,DP-3746d75ac9d7ff8b,Found,,match_status:2,desktop
3306843,DP-4fb837a22d8783d2,Found,,,mobile
3306844,DP-95602230097eeb6b,New,,match_status:1,mobile
3306847,DP-ae372f033e3f2b0e,Found,,,mobile
3306852,DP-7470c996e8e0b650,Found,,,mobile
3306853,DP-4d18d419fd1b944b,New,,,desktop
3306860,DP-3746d75ac9d7ff8b,Found,,match_status:2,desktop
3306865,DP-be52c45da277abe2,New,,match_status:2,desktop
3306866,DP-3746d75ac9d7ff8b,Found,,match_status:2,desktop
3306868,DP-4f0b1ee83317bd52,New,,,mobile
3306869,DP-4d18d419fd1b944b,Found,,,desktop
3306871,DP-f82b3f51912e9ac5,Found,,,desktop
3306872,DP-00b7455962f4831e,Found,,match_status:2,mobile
3306873,DP-4d18d419fd1b944b,Found,,,desktop
3306876,DP-9dcc9f1b2db73dc8,Found,,,desktop
3306881,DP-04f4cfc85792f644,New,,,mobile
3306882,DP-4d18d419fd1b944b,Found,,,desktop
3306883,DP-3af5209112683dc7,Unknown,,,mobile
3306885,DP-569992688411fa44,Found,,match_status:2,desktop
3306887,DP-3af5209112683dc7,New,,,mobile
3306888,DP-e9e4a2bed8103492,New,,match_status:2,desktop
3306890,DP-44bf2d65d14ec515,New,,,desktop
3306891,DP-5b9cd6a89ad99907,Found,,,mobile
3306892,DP-3af5209112683dc7,Unknown,,,mobile
3306916,DP-97dc3365e078d588,New,,,desktop
3306918,DP-dad59349b29cc206,Found,,,mobile
3306921,DP-3af5209112683dc7,New,,,mobile
3306923,DP-fd222816fd801abc,Found,,match_status:2,desktop
3306927,DP-3af5209112683dc7,New,,,mobile
3306928,DP-4d10d7bc26c048bd,New,,,mobile
3306930,DP-1d3858fc25fafea2,Found,,match_status:2,desktop
3306935,DP-44bf2d65d14ec515,New,,,desktop
3306937,DP-8aae403bc84ae72a,Found,,,mobile
3306943,DP-6fc80d2d8ce66f91,New,,match_status:1,mobile
3306944,DP-d3d0ff4973c45267,Found,,match_status:2,desktop
3306945,DP-8f940ff66b3af03a,Found,IP_PROXY:TRANSPARENT,match_status:1,mobile
3306946,DP-3af5209112683dc7,Unknown,,,mobile
3306952,DP-02008d7af1f9876e,Found,,,mobile
3306954,DP-0d4d44a21a142a7c,Found,,match_status:2,desktop
3306955,DP-6ab469004e95c463,New,,,desktop
3306960,DP-44bf2d65d14ec515,New,,,desktop
3306974,DP-e09b1fd36aac4e35,New,,match_status:2,mobile
3306976,DP-3af5209112683dc7,Unknown,,,mobile
3306979,DP-92ba108116254bb9,Found,,,desktop
3306983,DP-8f940ff66b3af03a,Found,IP_PROXY:TRANSPARENT,match_status:1,mobile
3306984,DP-8f940ff66b3af03a,Found,,match_status:1,mobile
3306987,DP-a9f0c59b1bfdad88,New,,,mobile
3306992,DP-1d3858fc25fafea2,Found,,match_status:2,desktop
3307001,DP-3cdb1a4e7f21a423,New,,,mobile
3307003,DP-8f940ff66b3af03a,New,IP_PROXY:TRANSPARENT,match_status:1,mobile
3307015,DP-3849a731bf393cc4,New,,match_status:2,mobile
3307016,DP-6ab469004e95c463,Found,,,desktop
3307018,DP-4d18d419fd1b944b,Found,,,desktop
3307027,DP-3af5209112683dc7,Unknown,,,mobile
3307030,DP-5b8a0bde60384dcb,Found,,match_status:2,mobile
3307031,DP-7c3c886fb1c0eccf,New,,,mobile
3307034,DP-44bf2d65d14ec515,Found,,,desktop
3307035,DP-44bf2d65d14ec515,Found,,,desktop
3307037,DP-265882ec9701305b,Found,,,mobile
3307038,DP-c8a992d9b8f9e395,New,,,mobile
3307040,DP-44bf2d65d14ec515,Found,,,desktop
3307041,DP-7a71fe5edb5df89a,New,,match_status:1,mobile
3307042,DP-c799335593648661,Found,,,mobile
3307043,DP-5c56755880a176a1,Found,,match_status:2,desktop
3307046,DP-4d18d419fd1b944b,New,,,desktop
3307056,DP-44bf2d65d14ec515,Found,,,desktop
3307060,DP-3dbd76e83d0f0daa,New,,,mobile
3307062,DP-8f940ff66b3af03a,New,,match_status:1,mobile
3307063,DP-7c3c886fb1c0eccf,Found,,,mobile
3307070,DP-c388f53a1a0021d6,New,,,desktop
3307074,DP-4d18d419fd1b944b,New,,,desktop
3307078,DP-5c56755880a176a1,New,,match_status:2,desktop
3307082,DP-9dcc9f1b2db73dc8,New,,,desktop
3307084,DP-44bf2d65d14ec515,New,,,desktop
3307085,DP-8f53ad53d78e299c,New,,,mobile
3307086,DP-5c56755880a176a1,Found,,match_status:2,desktop
3307087,DP-37b40b4dfe93c854,New,,match_status:2,desktop
3307092,DP-5c56755880a176a1,Found,,match_status:2,desktop
3307094,DP-5c56755880a176a1,Found,,match_status:2,desktop
3307110,DP-92ba108116254bb9,New,,,desktop
3307112,DP-44bf2d65d14ec515,Found,,,desktop
3307113,DP-97dc3365e078d588,Found,,,desktop
3307114,DP-44bf2d65d14ec515,Found,,,desktop
3307116,DP-3dbd76e83d0f0daa,Found,,,mobile
3307126,DP-44bf2d65d14ec515,Found,,,desktop
3307127,DP-92ba108116254bb9,New,,,desktop
3307130,DP-4ec8f3b1835afd76,New,,match_status:1,mobile
3307135,DP-dde54e329c98295d,New,,,mobile
3307136,DP-44bf2d65d14ec515,Found,,,desktop
3307137,DP-1102cd477261ec4f,New,,,mobile
3307144,DP-97dc3365e078d588,Found,,,desktop
3307146,DP-f94fd803fa3266e0,Found,,,mobile
3307152,DP-8ec3f9dc78f463ef,Found,,,mobile
3307156,DP-5b70426326349d37,New,,match_status:1,mobile
3307157,DP-44bf2d65d14ec515,Found,,,desktop
3307158,DP-3dbd76e83d0f0daa,Found,,,mobile
3307161,DP-97dc3365e078d588,Found,,,desktop
3307164,DP-3af5209112683dc7,Unknown,,,mobile
3307171,DP-f94fd803fa3266e0,Found,,,mobile
3307175,DP-5f1b92bc39be3909,New,,,mobile
3307181,DP-3af5209112683dc7,New,,,mobile
3307185,DP-92ba108116254bb9,Found,,,desktop
3307198,DP-f94fd803fa3266e0,Found,,,mobile
3307202,DP-44bf2d65d14ec515,Found,,,desktop
3307205,DP-8840c2cc0a8eb191,New,,,mobile
3307206,DP-3af5209112683dc7,Found,,,mobile
3307208,DP-44bf2d65d14ec515,New,,,desktop
3307216,DP-0c6544cb409c0356,New,,match_status:1,mobile
3307219,DP-92ba108116254bb9,Found,,,desktop
3307224,DP-44bf2d65d14ec515,New,,,desktop
3307225,DP-ee9f0d210450c978,New,,match_status:1,mobile
3307228,DP-e11e32b31757dd65,New,,,desktop
3307239,DP-92ba108116254bb9,Found,,,desktop
3307244,DP-92ba108116254bb9,Found,,,desktop
3307245,DP-92ba108116254bb9,Found,,,desktop
3307246,DP-3af5209112683dc7,Unknown,,,mobile
3307256,DP-3af5209112683dc7,Unknown,,,mobile
3307257,DP-c95559943132c05d,Found,,,desktop
3307260,DP-3af5209112683dc7,Unknown,,,mobile
3307261,DP-c95559943132c05d,Found,,,desktop
3307264,DP-c95559943132c05d,Found,,,desktop
3307265,DP-c95559943132c05d,Found,,,desktop
3307272,DP-4d18d419fd1b944b,Unknown,,,desktop
3307284,DP-134606701589c56f,New,,,mobile
3307288,DP-44bf2d65d14ec515,Found,,,desktop
3307290,DP-f94fd803fa3266e0,Found,,,mobile
3307296,DP-51cfd60b76868758,New,,match_status:1,mobile
3307297,DP-a590053c852573b4,New,,match_status:2,mobile
3307310,DP-4d18d419fd1b944b,Found,,,desktop
3307311,DP-113df78eb956cf90,New,,match_status:2,mobile
3307313,DP-b4583fcad2445827,New,,match_status:1,mobile
3307316,DP-3af5209112683dc7,Unknown,,,mobile
3307319,DP-4d18d419fd1b944b,New,,,desktop
3307321,DP-bb2adc8ddb885959,Found,,match_status:2,desktop
3307322,DP-4d18d419fd1b944b,New,,,desktop
3307323,DP-bb2adc8ddb885959,New,,match_status:2,desktop
3307327,DP-569992688411fa44,New,,match_status:2,desktop
3307328,DP-66e9bd885289d4aa,Found,,match_status:2,desktop
3307330,DP-644f43676b4dd944,New,,,desktop
3307332,DP-644f43676b4dd944,Found,,,desktop
3307333,DP-92ba108116254bb9,Found,,,desktop
3307335,DP-644f43676b4dd944,New,,,desktop
3307336,DP-569992688411fa44,Found,,match_status:2,desktop
3307338,DP-644f43676b4dd944,Found,,,desktop
3307342,DP-4ec8f3b1835afd76,New,IP_PROXY:TRANSPARENT,,mobile
3307343,DP-4ec8f3b1835afd76,Found,IP_PROXY:TRANSPARENT,match_status:1,mobile
3307344,DP-4d18d419fd1b944b,Found,,,desktop
3307345,DP-4ec8f3b1835afd76,Found,IP_PROXY:TRANSPARENT,match_status:1,mobile
3307348,DP-911759bf89e35217,Found,,,desktop
3307349,DP-dad59349b29cc206,Found,,,mobile
3307350,DP-f478d50205439e95,New,,,mobile
3307352,DP-dad59349b29cc206,New,,,mobile
3307353,DP-911759bf89e35217,Found,,,desktop
3307363,DP-7ea5cfe079033ced,Found,,,mobile
3307367,DP-c388f53a1a0021d6,Found,,,desktop
3307368,DP-c388f53a1a0021d6,Found,,,desktop
3307370,DP-97dc3365e078d588,New,,,desktop
3307371,DP-c388f53a1a0021d6,Found,,,desktop
3307374,DP-97dc3365e078d588,Found,,,desktop
3307375,DP-d6f18ac65773a360,Found,,,mobile
3307376,DP-97dc3365e078d588,Found,,,desktop
3307378,DP-97dc3365e078d588,Found,,,desktop
3307379,DP-97dc3365e078d588,Found,,,desktop
3307380,DP-d6f18ac65773a360,Found,,,mobile
3307383,DP-d6f18ac65773a360,Found,,,mobile
3307384,DP-f182bd485fa26aec,New,,match_status:2,desktop
3307388,DP-ac909942cbc6d0b2,Found,,match_status:2,desktop
3307389,DP-f182bd485fa26aec,New,,match_status:2,desktop
3307392,DP-117ac21828e05724,Found,,match_status:2,desktop
3307399,DP-6219a6a1444505b7,,,,
3307402,DP-6219a6a1444505b7,,,,
3307403,DP-ab59725d1048f5b5,Found,IP_PROXY:ANONYMOUS,match_status:0,desktop
3307406,DP-ab59725d1048f5b5,Found,IP_PROXY:ANONYMOUS,match_status:0,desktop
3307409,DP-6219a6a1444505b7,,,,
3307411,DP-6219a6a1444505b7,,,,
3307412,DP-3af5209112683dc7,Unknown,,,mobile
3307429,DP-584b1177d3cdbc3c,New,,match_status:2,mobile
3307432,DP-ea8610b2ccefcdd0,Found,,,mobile
3307433,DP-ea8610b2ccefcdd0,Found,,,mobile
3307447,DP-fdfff023ad401336,Found,,,mobile
3307459,DP-44bf2d65d14ec515,Found,,,desktop
3307464,DP-3af5209112683dc7,New,,,mobile
3307474,DP-8f940ff66b3af03a,Found,,match_status:1,mobile
3307476,DP-a8b04d270f563109,Found,,match_status:2,desktop
3307480,DP-4d18d419fd1b944b,New,,,desktop
3307501,DP-cfd9567871d280b4,New,,match_status:2,desktop
3307527,DP-83e5e27a8632d361,New,,match_status:2,desktop
3307538,DP-3af5209112683dc7,Unknown,,,mobile
3307544,DP-c388f53a1a0021d6,Found,,,desktop
3307554,DP-4d18d419fd1b944b,Found,,,desktop
3307558,DP-4d18d419fd1b944b,Found,,,desktop
3307574,DP-3af5209112683dc7,Unknown,,,mobile
3307589,DP-79d8af9f0262f994,Found,,match_status:1,mobile
3307598,DP-3af5209112683dc7,Found,,,mobile
3307602,DP-b9635791b1139e7f,New,,match_status:1,mobile
3307605,DP-7a71fe5edb5df89a,Found,,match_status:1,mobile
3307607,DP-186248b92e159df7,Found,,match_status:2,desktop
3307609,DP-1042c8a362bd4eb6,New,,match_status:2,desktop
3307614,DP-6219a6a1444505b7,Found,,match_status:2,desktop
3307624,DP-964edcfc44c38691,Found,,,mobile
3307631,DP-2c3652ae19c1673a,New,,match_status:2,desktop
3307633,DP-9300db47ac591ae7,Found,,match_status:2,desktop
3307649,DP-f38c8168efeeca57,New,,,mobile
3307653,DP-aad7c3ed1c7a8624,Found,,,mobile
3307657,DP-9dcc9f1b2db73dc8,New,,,desktop
3307658,DP-2075019db8e8982b,Found,,match_status:2,mobile
3307687,DP-77f9e8f2f6963ea6,New,,match_status:2,desktop
3307690,DP-a4e963eb2ed44e0b,New,,,mobile
3307691,DP-83e5e27a8632d361,Found,,match_status:2,desktop
3307693,DP-7fde283424c3ddb3,New,,match_status:2,desktop
3307695,DP-2a417618e7a18ec2,Found,,,mobile
3307710,DP-b59b41ae704e319a,Found,,match_status:2,desktop
3307711,DP-97dc3365e078d588,Found,,match_status:2,desktop
3307712,DP-844b652163a04358,Found,,match_status:2,desktop
3307719,DP-66e9bd885289d4aa,Found,,match_status:2,desktop
3307720,DP-95b55d11be75df8f,New,,match_status:2,desktop
3307739,DP-bb2adc8ddb885959,New,,match_status:2,desktop
3307743,DP-b59b41ae704e319a,Found,,match_status:2,desktop
3307752,DP-95b55d11be75df8f,Found,,match_status:2,desktop
3307774,DP-77f9e8f2f6963ea6,Found,,match_status:2,desktop
3307803,DP-e6c9749a33aeda55,New,,,mobile
3307804,DP-3af5209112683dc7,Unknown,,,mobile
3307813,DP-052865c270f3e7a6,New,,match_status:1,mobile
3307820,DP-c65965218e883201,Found,,,mobile
3307825,DP-159fb8e14132be3f,Found,,match_status:2,desktop
3307827,DP-a8b04d270f563109,Found,,match_status:2,desktop
3307831,DP-9300db47ac591ae7,New,,match_status:2,desktop
3307834,DP-06b586604af20226,Found,,match_status:2,desktop
3307846,DP-44bf2d65d14ec515,Found,,,desktop
3307848,DP-e2a3115572f29f35,Found,,match_status:2,desktop
3307854,DP-12edfb85c5f3fe2a,Found,,match_status:2,desktop
3307861,DP-44bf2d65d14ec515,Found,,,desktop
3307867,DP-3af5209112683dc7,New,,,mobile
3307870,DP-e6259205e3e1d9e3,Found,,match_status:2,desktop
3307881,DP-8f940ff66b3af03a,New,,match_status:1,mobile
3307917,DP-9dcc9f1b2db73dc8,New,,,desktop
3307928,DP-79d8af9f0262f994,New,,match_status:1,mobile
3307936,DP-7d853ef684e66dfa,Found,IP_PROXY:TRANSPARENT,match_status:2,mobile
3307937,DP-b86bdd20f5244836,New,IP_PROXY:TRANSPARENT,match_status:1,desktop
3307939,DP-e11e32b31757dd65,Found,,,desktop
3307940,DP-02a584e0c9de299b,Found,,match_status:2,desktop
3307958,DP-92ba108116254bb9,New,,,desktop
3307965,DP-955735bc523dc246,New,,match_status:2,desktop
3307966,DP-92ba108116254bb9,Found,,,desktop
3307983,DP-92ba108116254bb9,Found,,,desktop
3307988,DP-44bf2d65d14ec515,Found,,,desktop
3307991,DP-5b70426326349d37,New,,match_status:1,mobile
3307993,DP-66e9bd885289d4aa,New,,match_status:2,desktop
3307995,DP-9dcc9f1b2db73dc8,Found,,,desktop
3307998,DP-45f74e1c87cb0372,Found,,,desktop
3308000,DP-9dcc9f1b2db73dc8,Found,,,desktop
3308012,DP-caa88bdaf6bbb364,Found,,match_status:2,mobile
3308018,DP-3af5209112683dc7,New,,,mobile
3308021,DP-44bf2d65d14ec515,Found,,,desktop
3308023,DP-8cd0814d9212e7ef,Found,,match_status:2,desktop
3308027,DP-1af9a5620754567f,Found,,,desktop
3308051,DP-fd222816fd801abc,Found,,match_status:2,desktop
3308053,DP-44bf2d65d14ec515,Found,,,desktop
3308064,DP-44bf2d65d14ec515,New,,,desktop
3308072,DP-a8be440eda91ff0c,New,,,mobile
3308074,DP-92ba108116254bb9,New,,,desktop
3308077,DP-44bf2d65d14ec515,Found,,,desktop
3308085,DP-3af5209112683dc7,Unknown,,,mobile
3308090,DP-b218d17c889b60e5,New,,match_status:2,desktop
3308095,DP-6ab469004e95c463,New,,,desktop
3308098,DP-3af5209112683dc7,Unknown,,,mobile
3308105,DP-97dc3365e078d588,New,,,desktop
3308120,DP-8d31aafcbec071d3,New,,,mobile
3308122,DP-35bd115cfa5eaef6,New,,,desktop
3308129,DP-55272844a9d1b0f4,New,,match_status:2,desktop
3308133,DP-e6259205e3e1d9e3,Found,,match_status:2,desktop
3308141,DP-9a3712d03d1b5510,Found,,match_status:2,desktop
3308143,DP-9a3712d03d1b5510,Found,,match_status:2,desktop
3308146,DP-44bf2d65d14ec515,Found,,,desktop
3308147,DP-ebcd71afee67e8dd,New,,match_status:1,mobile
3308150,DP-fe3657f52500c415,Found,,,mobile
3308155,DP-77f9e8f2f6963ea6,Found,,match_status:2,desktop
3308172,DP-35bd115cfa5eaef6,Found,,,desktop
3308184,DP-35bd115cfa5eaef6,Found,,,desktop
3308195,DP-55272844a9d1b0f4,Found,,match_status:2,desktop
3308204,DP-3af5209112683dc7,Unknown,,,mobile
3308224,DP-844b652163a04358,New,,match_status:2,desktop
3308226,DP-6219a6a1444505b7,,,,
3308246,DP-159fb8e14132be3f,New,,match_status:2,desktop
3308248,DP-1042c8a362bd4eb6,Found,,match_status:2,desktop
3308250,DP-1042c8a362bd4eb6,New,,match_status:2,desktop
3308255,DP-26b012e675ad6f04,Found,,match_status:2,desktop
3308258,DP-1042c8a362bd4eb6,Found,,match_status:2,desktop
3308285,DP-1042c8a362bd4eb6,Found,,match_status:2,desktop
3308289,DP-9adffe8647bfd13e,New,,,mobile
3308291,DP-1042c8a362bd4eb6,Found,,match_status:2,desktop
3308297,DP-1042c8a362bd4eb6,Found,,match_status:2,desktop
3308318,DP-569992688411fa44,Found,,match_status:2,desktop
3308327,DP-3af5209112683dc7,Unknown,,,mobile
3308331,DP-28f2c4ad3d3d4bbe,New,,,mobile
3308348,DP-7719b84426b8b334,Found,,match_status:2,desktop
3308357,DP-28abebe2d8360936,Found,,,desktop
3308370,DP-da6e1e1b3be9b79a,Found,,match_status:2,desktop
3308395,DP-6219a6a1444505b7,,,,
3308414,DP-92ba108116254bb9,New,,,desktop
3308418,DP-644f43676b4dd944,Unknown,,,desktop
3308434,DP-8e5c4bee111c1b77,Found,,,mobile
3308438,DP-44bf2d65d14ec515,Found,,,desktop
3308441,DP-ec2dea596325febb,Found,,match_status:2,desktop
3308466,DP-42caf5f566799dc3,New,,match_status:2,desktop
3308467,DP-28bfe2031a07b26d,New,,,mobile
3308473,DP-9dcc9f1b2db73dc8,Found,,,desktop
3308481,DP-1caf41d74d43f774,Found,,match_status:2,desktop
3308483,DP-56312c45abf0ff34,New,,,desktop
3308491,DP-77f9e8f2f6963ea6,Found,,match_status:2,desktop
3308499,DP-281911218c005267,New,,,desktop
3308500,DP-44bf2d65d14ec515,Found,,,desktop
3308504,DP-77f9e8f2f6963ea6,Found,,match_status:2,desktop
3308514,DP-117e0ec13c075458,New,,match_status:2,desktop
3308516,DP-576b79194dda2953,Found,,match_status:1,desktop
3308517,DP-92ba108116254bb9,New,,,desktop
3308518,DP-475287673fd4ab41,New,,match_status:2,desktop
3308521,DP-a286a55cd36dd53d,New,,match_status:2,desktop
3308522,DP-87294c5b4bf8cffe,Found,,,mobile
3308524,DP-2c3652ae19c1673a,Found,IP_PROXY:ANONYMOUS,match_status:2,desktop
3308528,DP-44bf2d65d14ec515,Found,,,desktop
3308531,DP-490caec8fffc7fce,Unknown,,match_status:2,desktop
3308534,DP-a52703fe646d08c8,Found,,,mobile
3308535,DP-4d18d419fd1b944b,New,,,desktop
3308539,DP-3af5209112683dc7,Found,,,mobile
3308542,DP-10d5a45323d8571d,New,,,desktop
3308553,DP-3af5209112683dc7,Unknown,,,mobile
3308562,DP-87294c5b4bf8cffe,Found,,,mobile
3308572,DP-4d18d419fd1b944b,Found,IP_PROXY:ANONYMOUS,,desktop
3308575,DP-6219a6a1444505b7,,,,
3308576,DP-44bf2d65d14ec515,Found,,,desktop
3308577,DP-ebcd71afee67e8dd,New,,match_status:1,mobile
3308580,DP-3af5209112683dc7,Unknown,,,mobile
3308583,DP-92ba108116254bb9,Found,,,desktop
3308585,DP-28abebe2d8360936,Found,,,desktop
3308587,DP-110e26839d107f59,Found,,match_status:1,mobile
3308592,DP-1af9a5620754567f,Unknown,,,desktop
3308595,DP-9dcc9f1b2db73dc8,Found,,,desktop
3308598,DP-92ba108116254bb9,Found,,,desktop
3308600,DP-9dcc9f1b2db73dc8,Found,,,desktop
3308606,DP-83e5e27a8632d361,Found,,match_status:2,desktop
3308608,DP-4ec8f3b1835afd76,New,,match_status:1,mobile
3308614,DP-92ba108116254bb9,Found,,,desktop
3308616,DP-87294c5b4bf8cffe,Found,,,mobile
3308618,DP-3af5209112683dc7,Unknown,,,mobile
3308620,DP-9c9662426897d07d,New,,,mobile
3308626,DP-28abebe2d8360936,Found,,,desktop
3308628,DP-7863920cce105a39,Found,,match_status:2,desktop
3308656,DP-c556323c9fbce76d,New,,,mobile
3308659,DP-77f9e8f2f6963ea6,Found,,match_status:2,desktop
3308666,DP-1a7922da9c9b74f4,New,,match_status:2,mobile
3308673,DP-4d18d419fd1b944b,New,,,desktop
3308675,DP-3af5209112683dc7,Unknown,,,mobile
3308688,DP-06b586604af20226,Found,,match_status:2,desktop
3308694,DP-92ba108116254bb9,Found,,,desktop
3308702,DP-117e0ec13c075458,New,,match_status:2,desktop
3308703,DP-4a24c0bbe0ca7556,Found,,,mobile
3308721,DP-44bf2d65d14ec515,New,,,desktop
3308728,DP-7fde283424c3ddb3,Found,,match_status:2,desktop
3308742,DP-bf5cef2e22d8057d,Found,,,mobile
3308755,DP-77f9e8f2f6963ea6,Found,,match_status:2,desktop
3308760,DP-a8b04d270f563109,Found,,match_status:2,desktop
3308769,DP-92ba108116254bb9,New,,,desktop
3308779,DP-06b586604af20226,New,,match_status:2,desktop
3308781,DP-b59b41ae704e319a,Found,,match_status:2,desktop
3308786,DP-9dcc9f1b2db73dc8,New,,,desktop
3308790,DP-3af5209112683dc7,Unknown,,,mobile
3308802,DP-747078c123aca355,New,,match_status:2,desktop
3308811,DP-44bf2d65d14ec515,Found,,,desktop
3308817,DP-3af5209112683dc7,Unknown,,,mobile
3308831,DP-6f1021123905e13c,New,,match_status:2,desktop
3308833,DP-b59b41ae704e319a,Found,,match_status:2,desktop
3308855,DP-7677736cb76926b7,Found,,,mobile
3308861,DP-052865c270f3e7a6,New,,match_status:2,mobile
3308868,DP-3af5209112683dc7,Unknown,,,mobile
3308870,DP-7a2d5e29a740d849,Found,,match_status:2,desktop
3308872,DP-052865c270f3e7a6,Found,,match_status:2,mobile
3308898,DP-44bf2d65d14ec515,New,,,desktop
3308905,DP-747078c123aca355,Found,,match_status:2,desktop
3308906,DP-3af5209112683dc7,Unknown,,,mobile
3308913,DP-44bf2d65d14ec515,Found,,,desktop
3308915,DP-b9635791b1139e7f,New,,match_status:2,mobile
3308929,DP-44bf2d65d14ec515,Found,,,desktop
3308933,DP-e9e4a2bed8103492,Found,,match_status:2,desktop
3308935,DP-9dcc9f1b2db73dc8,New,,,desktop
3308939,DP-e11e32b31757dd65,Found,,,desktop
3308951,DP-3af5209112683dc7,Unknown,,,mobile
3308952,DP-44bf2d65d14ec515,Found,,,desktop
3308965,DP-31e66e5b167ae545,New,,,mobile
3308966,DP-9300db47ac591ae7,New,,match_status:2,desktop
3308967,DP-2c3652ae19c1673a,New,,match_status:2,desktop
3308971,DP-3af5209112683dc7,Unknown,,,mobile
3308978,DP-206095eedea1c833,New,,,mobile
3308979,DP-a467a56876c8c3e9,New,IP_PROXY:TRANSPARENT,,desktop
3308984,DP-44bf2d65d14ec515,Found,,,desktop
3308985,DP-44bf2d65d14ec515,Found,,,desktop
3308990,DP-44bf2d65d14ec515,Found,,,desktop
3308997,DP-a32fbfdf49eea91d,New,,,desktop
3309000,DP-6f1021123905e13c,Found,,match_status:2,desktop
3309003,DP-44bf2d65d14ec515,Found,,,desktop
3309005,DP-44bf2d65d14ec515,Found,,,desktop
3309008,DP-6219a6a1444505b7,,,,
3309009,DP-44bf2d65d14ec515,Found,,,desktop
3309017,DP-44bf2d65d14ec515,Found,,,desktop
3309020,DP-9300db47ac591ae7,Found,,match_status:2,desktop
3309021,DP-9a3712d03d1b5510,Found,,match_status:2,desktop
3309028,DP-4b74e2b3d52429eb,Found,,match_status:2,desktop
3309030,DP-1af9a5620754567f,Unknown,,,desktop
3309033,DP-844b652163a04358,Found,,match_status:2,desktop
3309035,DP-67b1ecb61f3599d3,New,,match_status:2,desktop
3309042,DP-7ea5cfe079033ced,Found,,,mobile
3309062,DP-fb9b5df02614ea4f,New,,match_status:1,mobile
3309070,DP-28abebe2d8360936,New,,,desktop
3309077,DP-4db0e1c4ff65fcd2,Found,,,mobile
3309080,DP-6d3af844660bf8b9,New,,match_status:2,desktop
3309090,DP-44bf2d65d14ec515,Found,,,desktop
3309100,DP-8c03e070dbeecc6b,New,,,desktop
3309136,DP-9fbf531f826a628a,New,,match_status:1,mobile
3309142,DP-b59b41ae704e319a,Found,,match_status:2,desktop
3309161,DP-976b9d7303ef5b4e,Found,,,mobile
3309167,DP-9a3712d03d1b5510,New,IP_PROXY:HIDDEN,match_status:2,desktop
3309170,DP-1042c8a362bd4eb6,Found,,match_status:2,desktop
3309179,DP-1a833915938acb25,New,,match_status:2,desktop
3309181,DP-8f940ff66b3af03a,Found,,match_status:2,mobile
3309182,DP-559dbaa977098202,New,,match_status:2,desktop
3309184,DP-559dbaa977098202,Found,,match_status:2,desktop
3309186,DP-44bf2d65d14ec515,Found,,,desktop
3309194,DP-b1d8ec000d5e51e3,New,,match_status:2,mobile
3309195,DP-44bf2d65d14ec515,Found,,,desktop
3309209,DP-76ba59a723c10151,Found,,,mobile
3309215,DP-44bf2d65d14ec515,Found,,,desktop
3309224,DP-44bf2d65d14ec515,Found,,,desktop
3309225,DP-44bf2d65d14ec515,Found,,,desktop
3309230,DP-44bf2d65d14ec515,New,,,desktop
3309232,DP-44bf2d65d14ec515,Unknown,,,desktop
3309233,DP-4726f9c354519d5f,Found,,,mobile
3309241,DP-3af5209112683dc7,Found,,,mobile
3309243,DP-490caec8fffc7fce,Found,,match_status:1,desktop
3309249,DP-44bf2d65d14ec515,Found,,,desktop
3309251,DP-9dcc9f1b2db73dc8,New,,,desktop
3309266,DP-021b8778ff93070c,New,,match_status:2,mobile
3309273,DP-71822bcb6bdcb5bd,Found,,,mobile
3309275,DP-1af9a5620754567f,Unknown,,,desktop
3309283,DP-a320a84e03b4a654,Found,,match_status:2,desktop
3309284,DP-80514ffc31dd1472,Found,,match_status:2,desktop
3309297,DP-bbd63e571e5ac20d,New,,,mobile
3309300,DP-490caec8fffc7fce,Found,,match_status:1,desktop
3309318,DP-a89adb060738b0d4,New,,,mobile
3309323,DP-73efd4cdf003d394,Found,,match_status:2,mobile
3309326,DP-ee4b8228942561d6,New,,,mobile
3309329,DP-92ba108116254bb9,Found,,,desktop
3309332,DP-73efd4cdf003d394,New,,match_status:2,mobile
3309353,DP-27872b29afbe52d2,Found,,,mobile
3309376,DP-64f954a2fcb1f195,New,,,desktop
3309377,DP-159fb8e14132be3f,New,,match_status:2,desktop
3309395,DP-8aae403bc84ae72a,New,,,mobile
3309397,DP-dc1fbe519cb44f52,Found,,match_status:1,mobile
3309404,DP-b86bdd20f5244836,Found,,match_status:2,desktop
3309407,DP-644f43676b4dd944,New,,,desktop
3309428,DP-44bf2d65d14ec515,Found,,,desktop
3309431,DP-27872b29afbe52d2,Found,,,mobile
3309433,DP-dc1fbe519cb44f52,New,,match_status:1,mobile
3309448,DP-8aae403bc84ae72a,Found,,,mobile
3309452,DP-8aae403bc84ae72a,Found,,,mobile
3309466,DP-166a12635a6be02e,Found,,,mobile
3309471,DP-44bf2d65d14ec515,New,,,desktop
3309480,DP-44bf2d65d14ec515,Found,,,desktop
3309483,DP-8aae403bc84ae72a,Found,,,mobile
3309486,DP-6219a6a1444505b7,,,,
3309496,DP-2f3102c1f18a959a,New,,,mobile
3309510,DP-8aae403bc84ae72a,Found,,,mobile
3309518,DP-92ba108116254bb9,New,,,desktop
3309519,DP-559dbaa977098202,New,,match_status:2,desktop
