customer_id,total_txns,online_txns,in_person_txns,region_count,avg_amount,max_amount,first_ts,last_ts
C07255,2,0,2,1,109.825,160.56,2016-08-25 22:03:27,2016-09-26 21:42:07
C07256,82,36,46,18,276.58963414634144,1955.86,2016-07-18 03:48:12,2016-12-31 19:50:29
C07257,10,0,10,1,225.179,500.09,2016-07-07 21:04:29,2016-12-15 02:25:42
C07258,12,12,0,6,61.24166666666667,150.0,2016-07-19 17:48:01,2016-11-06 21:13:20
C07259,1,1,0,0,38.93,38.93,2016-10-12 20:18:32,2016-10-12 20:18:32
C07260,1,1,0,1,299.95,299.95,2016-07-27 12:11:23,2016-07-27 12:11:23
C07261,1,1,0,1,99.97,99.97,2016-07-27 01:13:18,2016-07-27 01:13:18
C07262,3,1,2,2,1068.8866666666665,1528.32,2016-09-11 18:04:56,2016-11-02 19:00:38
C07263,1,1,0,0,52.15,52.15,2016-07-19 20:11:11,2016-07-19 20:11:11
C07264,18,3,15,2,122.14666666666666,422.41,2016-07-05 20:57:05,2016-12-01 10:12:32
C07265,10,10,0,7,232.00500000000002,1000.07,2016-07-12 17:21:03,2016-11-20 23:04:47
C07266,1,0,1,1,108.53,108.53,2016-11-10 02:10:28,2016-11-10 02:10:28
C07267,58,1,57,2,104.95396551724137,524.87,2016-07-15 00:28:40,2016-12-27 00:40:54
C07268,1,1,0,1,100.0,100.0,2016-11-02 22:18:28,2016-11-02 22:18:28
C07269,1,1,0,0,13.41,13.41,2016-08-02 08:19:30,2016-08-02 08:19:30
C07270,30,30,0,1,48.748000000000005,195.17,2016-07-25 19:47:20,2016-11-29 15:18:18
C07271,1,1,0,1,100.06,100.06,2016-11-11 13:43:46,2016-11-11 13:43:46
C07272,1,0,1,1,58.92,58.92,2016-07-15 17:00:09,2016-07-15 17:00:09
C07273,1,1,0,1,49.94,49.94,2016-07-12 23:18:34,2016-07-12 23:18:34
C07274,33,0,33,2,166.50272727272727,997.57,2016-07-14 18:59:02,2016-12-19 20:04:22
C07275,20,0,20,1,172.047,554.06,2016-07-04 05:04:19,2016-12-24 13:36:07
C07276,15,0,15,1,71.144,170.99,2016-07-02 18:44:06,2016-08-30 17:14:21
C07277,100,3,97,5,161.0564,2280.95,2016-07-07 16:55:14,2016-12-27 22:27:38
C07278,1,1,0,1,50.08,50.08,2016-07-06 16:11:11,2016-07-06 16:11:11
C07279,2,0,2,1,60.55,92.06,2016-08-25 17:16:04,2016-11-06 12:53:37
C07280,1,1,0,1,299.96,299.96,2016-07-23 16:28:13,2016-07-23 16:28:13
C07281,14,0,14,1,127.50285714285714,512.56,2016-07-09 19:04:16,2016-12-19 10:44:47
C07282,4,0,4,1,60.6675,108.59,2016-07-04 20:14:25,2016-10-31 13:17:08
C07283,1,1,0,1,75.01,75.01,2016-07-30 01:12:26,2016-07-30 01:12:26
C07284,1,0,1,1,35.87,35.87,2016-11-30 19:39:57,2016-11-30 19:39:57
C07285,3,0,3,2,49.60666666666666,78.92,2016-09-07 01:52:21,2016-10-06 18:41:48
C07286,1,0,1,1,38.95,38.95,2016-07-13 22:35:36,2016-07-13 22:35:36
C07287,2,0,2,1,258.52,400.03,2016-09-27 05:25:47,2016-10-30 04:03:14
C07288,6,0,6,1,168.35666666666665,280.09,2016-09-26 20:29:37,2016-12-14 00:53:59
C07289,1,0,1,1,58.04,58.04,2016-10-05 19:50:48,2016-10-05 19:50:48
C07290,16,0,16,1,455.85625,554.07,2016-08-15 15:39:42,2016-12-22 20:27:28
C07291,2,2,0,1,149.95,149.97,2016-12-18 21:04:06,2016-12-18 21:10:45
C07292,1,0,1,1,226.09,226.09,2016-10-14 23:36:07,2016-10-14 23:36:07
C07293,5,1,4,2,260.37600000000003,1038.91,2016-07-17 00:34:47,2016-08-17 18:37:05
C07294,1,1,0,0,106.97,106.97,2016-07-24 00:45:39,2016-07-24 00:45:39
C07295,26,12,14,2,199.67807692307693,1103.95,2016-07-05 23:27:31,2016-12-20 02:59:55
C07296,94,94,0,2,46.08882978723405,211.26,2016-07-07 14:33:24,2016-12-28 15:57:21
C07297,261,6,255,37,112.56360153256705,1104.0,2016-07-05 16:16:59,2016-12-31 13:14:13
C07298,2,2,0,2,125.02000000000001,150.09,2016-07-10 19:29:13,2016-12-16 01:18:01
C07299,22,4,18,2,150.94545454545457,872.36,2016-07-03 17:29:04,2016-12-12 21:39:05
C07300,25,0,25,2,118.964,553.93,2016-07-04 23:29:38,2016-11-20 18:26:42
C07301,1,0,1,1,58.91,58.91,2016-10-08 13:07:52,2016-10-08 13:07:52
C07302,36,1,35,2,60.90138888888888,226.06,2016-07-17 15:06:24,2016-12-22 15:40:13
C07303,5,5,0,0,38.034,84.21,2016-07-20 01:43:42,2016-08-13 19:30:28
C07304,3,3,0,0,52.42666666666667,94.81,2016-08-29 15:41:40,2016-12-12 20:16:49
C07305,1,0,1,1,113.0,113.0,2016-11-05 14:07:23,2016-11-05 14:07:23
C07306,2,2,0,0,40.22,51.23,2016-07-23 21:57:33,2016-09-13 19:55:14
C07307,29,0,29,1,54.313793103448276,159.92,2016-07-04 15:03:22,2016-12-26 11:45:42
C07308,7,1,6,1,679.51,2386.06,2016-07-21 17:03:15,2016-10-17 18:58:10
C07309,3,0,3,1,108.00333333333333,108.02,2016-10-01 21:50:31,2016-11-18 01:03:27
C07310,6,0,6,1,82.97666666666667,116.96,2016-07-24 17:34:12,2016-08-27 19:18:15
C07311,181,115,66,34,204.8177900552486,2161.09,2016-07-04 13:51:40,2016-12-28 19:13:17
C07312,4,3,1,3,79.67999999999999,149.92,2016-07-15 21:33:27,2016-12-31 21:59:15
C07313,3,0,3,2,77.61333333333333,107.86,2016-08-13 18:31:56,2016-08-27 17:16:40
C07314,8,2,6,1,168.81375,422.49,2016-07-19 16:35:37,2016-12-30 20:11:29
C07315,1,0,1,1,225.96,225.96,2016-11-10 17:48:12,2016-11-10 17:48:12
C07316,1,1,0,1,299.93,299.93,2016-12-27 18:20:38,2016-12-27 18:20:38
C07317,1,0,1,1,116.95,116.95,2016-07-15 21:40:08,2016-07-15 21:40:08
C07318,3,0,3,1,124.48666666666666,305.0,2016-08-27 20:37:38,2016-10-26 00:05:49
C07319,98,6,92,6,118.17367346938777,919.9,2016-07-04 22:00:58,2016-12-30 13:41:38
C07320,15,2,13,6,332.30733333333336,2079.91,2016-07-19 15:04:56,2016-12-23 19:15:38
C07321,6,0,6,2,96.27833333333332,286.92,2016-07-20 15:57:19,2016-11-18 14:31:49
C07322,1,1,0,1,149.91,149.91,2016-07-13 16:49:45,2016-07-13 16:49:45
C07323,5,3,2,1,73.172,108.03,2016-09-07 23:15:59,2016-12-23 22:44:34
C07324,1,1,0,0,16.08,16.08,2016-10-28 01:24:17,2016-10-28 01:24:17
C07325,3,0,3,1,154.39666666666668,161.08,2016-11-30 15:25:50,2016-12-01 15:27:56
C07326,6,0,6,1,65.78333333333333,117.06,2016-09-10 19:59:14,2016-12-31 01:45:08
C07327,29,0,29,2,123.8096551724138,335.04,2016-07-05 19:46:33,2016-12-18 18:49:52
C07328,2,2,0,2,450.025,800.03,2016-09-21 19:42:21,2016-10-29 21:29:54
C07329,3,1,2,2,195.34,299.96,2016-07-10 16:33:39,2016-11-08 01:45:43
C07330,3,3,0,1,74.48333333333333,100.09,2016-07-22 16:17:12,2016-12-02 14:59:18
C07331,1,1,0,1,250.03,250.03,2016-07-23 15:06:57,2016-07-23 15:06:57
C07332,2,0,2,1,92.08500000000001,97.09,2016-09-03 21:52:02,2016-09-26 18:52:26
C07333,24,24,0,1,44.90708333333333,88.41,2016-07-17 22:38:54,2016-12-17 13:33:34
C07334,7,7,0,0,57.824285714285715,81.8,2016-07-17 19:42:50,2016-11-16 17:16:37
C07335,84,5,79,5,139.56345238095238,1315.01,2016-07-02 17:47:54,2016-12-16 01:25:33
C07336,12,12,0,9,122.94083333333333,250.01,2016-07-02 21:13:46,2016-12-17 13:39:24
C07337,1,1,0,1,600.0,600.0,2016-07-04 04:20:36,2016-07-04 04:20:36
C07338,96,35,61,24,378.4941666666667,2195.04,2016-07-04 18:20:24,2016-12-20 22:55:12
C07339,203,21,182,4,92.07206896551725,770.04,2016-07-04 21:19:40,2016-12-31 22:27:35
C07340,7,1,6,1,406.7314285714286,833.99,2016-07-14 23:24:43,2016-12-26 20:15:06
C07341,46,0,46,1,81.77891304347825,146.05,2016-07-08 14:53:44,2016-12-27 16:14:26
C07342,5,1,4,2,119.396,171.04,2016-07-29 19:14:53,2016-12-20 20:08:13
C07343,2,0,2,1,91.465,99.93,2016-09-11 13:53:58,2016-11-25 11:49:26
C07344,2,0,2,1,299.865,389.87,2016-08-30 13:37:43,2016-10-25 15:19:43
C07345,36,0,36,3,92.2475,389.95,2016-07-05 19:33:03,2016-12-28 14:42:45
C07346,7,0,7,2,51.98857142857143,69.88,2016-07-08 18:08:39,2016-11-05 16:45:45
C07347,29,29,0,2,30.905172413793103,134.07,2016-07-07 05:44:16,2016-12-27 16:54:30
C07348,19,0,19,1,1911.6010526315788,2058.02,2016-07-08 22:56:16,2016-12-26 20:54:11
C07349,1,0,1,1,34.02,34.02,2016-12-04 01:52:39,2016-12-04 01:52:39
C07350,2,0,2,1,86.485,108.99,2016-07-22 23:34:27,2016-10-22 20:03:18
C07351,2,2,0,1,149.95499999999998,150.0,2016-09-14 22:20:01,2016-09-15 04:00:06
C07352,31,1,30,1,235.5641935483871,1803.7,2016-07-09 19:24:59,2016-12-24 16:15:01
C07353,1,0,1,1,213.0,213.0,2016-07-29 19:39:03,2016-07-29 19:39:03
C07354,143,0,143,22,136.25937062937064,1054.01,2016-07-04 21:42:46,2016-12-31 20:37:13
C07355,308,4,304,37,89.54662337662337,884.07,2016-07-05 01:41:20,2016-12-31 23:55:24
C07356,38,34,4,15,356.01947368421054,3162.89,2016-07-04 15:33:34,2016-12-21 19:11:21
C07357,4,0,4,1,122.37,226.09,2016-07-13 17:55:05,2016-12-28 21:38:53
C07358,1,0,1,1,109.02,109.02,2016-07-14 03:08:30,2016-07-14 03:08:30
C07359,5,0,5,2,380.742,435.88,2016-09-20 01:52:30,2016-12-09 14:23:29
C07360,869,139,730,30,141.12612197928655,3164.02,2016-07-05 00:39:34,2016-12-31 23:58:54
C07361,1,1,0,1,50.05,50.05,2016-07-23 16:29:40,2016-07-23 16:29:40
C07362,5,0,5,1,116.98400000000001,117.04,2016-08-05 15:47:20,2016-12-02 17:10:52
C07363,2,0,2,1,114.965,171.0,2016-09-13 14:53:05,2016-12-26 21:28:15
C07364,1,1,0,1,49.98,49.98,2016-07-23 16:03:11,2016-07-23 16:03:11
C07365,8,0,8,1,94.32375,304.92,2016-07-24 16:42:20,2016-12-21 23:33:09
C07366,2,0,2,1,272.43,279.93,2016-09-02 18:52:25,2016-09-02 19:09:12
C07367,48,5,43,3,120.044375,841.94,2016-07-20 22:37:43,2016-12-09 03:04:39
C07368,41,5,36,2,194.03317073170732,2863.89,2016-07-07 03:46:35,2016-12-30 18:23:11
C07369,4,4,0,4,108.805,200.01,2016-07-21 16:38:17,2016-11-01 15:56:24
C07370,2,2,0,0,16.61,18.09,2016-09-19 05:17:02,2016-09-22 22:48:44
C07371,2,2,0,1,43.21,50.02,2016-07-22 19:36:00,2016-10-04 04:41:30
C07372,7,0,7,1,40.544285714285714,55.9,2016-08-20 13:23:24,2016-12-27 23:14:23
C07373,1,1,0,1,199.96,199.96,2016-07-22 21:28:26,2016-07-22 21:28:26
C07374,28,2,26,1,67.52857142857142,612.0,2016-07-11 00:03:08,2016-12-08 20:58:35
C07375,2,0,2,1,60.435,67.97,2016-11-22 18:43:33,2016-12-10 23:26:12
C07376,1,0,1,1,15.97,15.97,2016-07-28 21:52:34,2016-07-28 21:52:34
C07377,4,3,1,3,25.3675,26.53,2016-07-13 20:01:41,2016-08-09 23:37:18
C07378,2,2,0,2,50.02,75.01,2016-07-19 17:02:17,2016-07-22 17:51:10
C07379,2,2,0,1,49.995000000000005,50.02,2016-07-19 09:49:54,2016-07-19 09:51:46
C07380,2,1,1,1,222.475,395.0,2016-07-04 23:40:25,2016-10-29 22:45:19
C07381,1,0,1,1,39.49,39.49,2016-08-01 20:24:38,2016-08-01 20:24:38
C07382,1,0,1,1,160.53,160.53,2016-12-05 21:51:39,2016-12-05 21:51:39
C07383,1,0,1,1,58.96,58.96,2016-07-14 03:09:36,2016-07-14 03:09:36
C07384,2,0,2,1,272.485,334.93,2016-07-16 18:00:33,2016-11-01 03:56:38
C07385,3,3,0,3,108.36333333333334,150.09,2016-09-30 23:03:01,2016-12-18 15:08:18
C07386,21,0,21,4,142.79809523809524,334.97,2016-07-03 12:18:13,2016-12-23 00:21:10
C07387,35,2,33,1,56.108285714285714,149.92,2016-07-02 16:23:39,2016-12-09 18:40:05
C07388,1,0,1,1,897.44,897.44,2016-08-14 17:03:40,2016-08-14 17:03:40
C07389,13,13,0,0,38.238461538461536,163.39,2016-08-25 19:09:30,2016-12-28 21:43:40
C07390,3,3,0,0,87.96666666666665,117.37,2016-10-03 11:41:56,2016-10-04 21:51:26
C07391,5,5,0,0,16.176,18.47,2016-09-10 20:43:40,2016-10-22 21:05:31
C07392,1,0,1,1,279.97,279.97,2016-12-13 16:38:54,2016-12-13 16:38:54
C07393,12,0,12,1,153.595,375.93,2016-08-03 20:15:07,2016-11-30 17:35:56
C07394,5,3,2,1,36.784000000000006,49.93,2016-08-19 21:03:02,2016-12-31 22:13:19
C07395,5,0,5,4,156.006,373.03,2016-07-21 14:13:10,2016-12-16 23:06:46
C07396,1,0,1,1,99.99,99.99,2016-07-06 01:58:59,2016-07-06 01:58:59
C07397,2,0,2,1,30.96,35.92,2016-07-24 20:26:15,2016-12-20 01:36:25
C07398,20,0,20,1,74.035,208.04,2016-07-03 03:41:12,2016-12-28 23:01:39
C07399,1,0,1,1,59.0,59.0,2016-08-18 16:39:18,2016-08-18 16:39:18
C07400,9,9,0,0,95.84111111111112,185.77,2016-07-23 18:39:56,2016-12-10 02:11:21
C07401,6,6,0,0,16.381666666666664,35.3,2016-09-27 03:45:37,2016-09-28 01:55:31
C07402,2,0,2,1,100.29499999999999,107.02,2016-08-30 00:45:43,2016-09-12 22:13:40
C07403,38,2,36,3,60.66789473684211,226.0,2016-07-07 13:30:30,2016-12-09 23:49:39
C07404,2,2,0,0,7.895,7.9,2016-08-18 02:15:54,2016-08-18 02:36:48
C07405,5,5,0,5,95.018,149.97,2016-07-21 02:54:37,2016-12-03 19:51:29
C07406,1,1,0,1,15.02,15.02,2016-07-13 12:51:14,2016-07-13 12:51:14
C07407,14,14,0,0,33.21,87.13,2016-07-17 16:48:12,2016-11-15 17:32:57
C07408,2,2,0,0,47.900000000000006,73.84,2016-11-06 20:29:29,2016-11-06 20:45:24
C07409,5,5,0,2,170.682,200.03,2016-11-18 20:51:24,2016-12-24 21:18:35
C07410,6,0,6,1,36.99666666666667,58.02,2016-07-10 21:34:44,2016-12-01 19:43:21
C07411,31,0,31,10,132.25548387096774,467.9,2016-07-12 02:04:52,2016-12-14 18:24:08
C07412,8,8,0,0,39.47,88.27,2016-07-20 21:04:25,2016-11-19 23:36:13
C07413,1,0,1,1,33.92,33.92,2016-08-29 22:33:47,2016-08-29 22:33:47
C07414,2,0,2,2,26.97,28.98,2016-07-10 20:09:12,2016-11-23 21:18:08
C07415,6,0,6,1,44.044999999999995,49.09,2016-10-05 01:15:23,2016-11-20 00:32:36
C07416,32,15,17,2,93.978125,334.95,2016-07-06 17:29:18,2016-12-31 11:14:24
C07417,1,1,0,1,24.95,24.95,2016-07-21 20:28:32,2016-07-21 20:28:32
C07418,8,0,8,1,58.34625,107.95,2016-07-28 13:22:33,2016-12-08 23:50:21
C07419,1,1,0,0,64.04,64.04,2016-07-21 23:15:13,2016-07-21 23:15:13
C07420,8,1,7,1,169.30625,554.09,2016-07-26 00:35:11,2016-11-02 15:05:52
C07421,1,0,1,1,159.92,159.92,2016-07-14 02:30:23,2016-07-14 02:30:23
C07422,17,2,15,1,141.63470588235293,511.9,2016-07-07 21:05:30,2016-10-17 21:35:12
C07423,3,0,3,1,58.33666666666667,76.93,2016-07-05 01:14:02,2016-08-07 20:06:59
C07424,1,1,0,1,149.99,149.99,2016-07-06 17:31:52,2016-07-06 17:31:52
C07425,1,1,0,1,25.05,25.05,2016-11-21 01:46:07,2016-11-21 01:46:07
C07426,1,0,1,1,48.0,48.0,2016-11-12 19:45:34,2016-11-12 19:45:34
C07427,1,1,0,1,100.09,100.09,2016-10-23 19:48:39,2016-10-23 19:48:39
C07428,2,2,0,1,14.985000000000001,20.01,2016-07-27 14:44:40,2016-11-14 16:48:59
C07429,20,0,20,1,120.87049999999999,512.61,2016-07-08 00:52:29,2016-12-25 22:31:31
C07430,1,0,1,1,964.91,964.91,2016-09-10 19:32:54,2016-09-10 19:32:54
C07431,2,2,0,2,237.545,300.03,2016-07-08 01:33:15,2016-07-17 01:39:53
C07432,8,0,8,1,66.0025,215.0,2016-07-06 00:56:43,2016-12-22 16:04:10
C07433,2,0,2,1,57.94,57.97,2016-09-23 13:53:56,2016-09-30 13:09:39
C07434,1,0,1,1,261.91,261.91,2016-08-31 01:48:18,2016-08-31 01:48:18
C07435,1,0,1,1,195.97,195.97,2016-09-21 15:13:28,2016-09-21 15:13:28
C07436,1,1,0,0,17.24,17.24,2016-07-30 17:23:19,2016-07-30 17:23:19
C07437,82,4,78,6,132.84951219512195,605.83,2016-07-06 12:39:27,2016-12-31 02:03:38
C07438,1,1,0,0,77.95,77.95,2016-11-26 21:37:34,2016-11-26 21:37:34
C07439,60,5,55,3,138.46666666666667,1651.04,2016-07-08 15:18:44,2016-12-30 14:10:03
C07440,1,0,1,1,160.99,160.99,2016-08-13 01:18:21,2016-08-13 01:18:21
C07441,1,1,0,1,99.99,99.99,2016-10-17 17:55:24,2016-10-17 17:55:24
C07442,1,1,0,0,16.03,16.03,2016-11-24 01:10:29,2016-11-24 01:10:29
C07443,6,1,5,3,76.395,186.09,2016-07-12 21:10:41,2016-10-11 20:44:45
C07444,6,0,6,1,80.29666666666667,117.02,2016-07-08 19:19:48,2016-12-17 00:08:13
C07445,49,0,49,1,44.85285714285714,116.98,2016-07-06 17:59:23,2016-12-27 14:33:34
C07446,3,0,3,2,170.03666666666666,226.08,2016-08-14 20:53:27,2016-12-31 19:08:14
C07447,1,0,1,1,226.0,226.0,2016-09-03 14:32:51,2016-09-03 14:32:51
C07448,1,0,1,1,226.07,226.07,2016-08-04 20:38:05,2016-08-04 20:38:05
C07449,1,0,1,1,28.93,28.93,2016-09-18 01:08:45,2016-09-18 01:08:45
C07450,4,3,1,2,403.765,1464.98,2016-07-15 20:20:35,2016-12-26 21:06:27
C07451,4,0,4,2,49.9675,57.99,2016-07-17 16:54:41,2016-10-01 19:28:07
C07452,6,6,0,4,76.65166666666666,100.06,2016-07-17 04:11:36,2016-08-21 19:35:50
C07453,3,3,0,1,90.00666666666666,90.06,2016-07-24 13:17:39,2016-07-24 13:24:27
C07454,1,0,1,1,33.98,33.98,2016-09-12 19:29:15,2016-09-12 19:29:15
C07455,5,4,1,1,161.624,250.04,2016-07-21 23:55:41,2016-08-25 16:55:08
C07456,87,9,78,2,103.15816091954024,594.94,2016-07-02 14:01:01,2016-12-29 17:17:54
C07457,31,8,23,4,260.8341935483871,628.46,2016-07-15 11:50:15,2016-12-31 23:31:47
C07458,33,0,33,1,120.76060606060605,444.94,2016-07-13 21:51:07,2016-12-05 19:09:50
C07459,11,1,10,1,65.96363636363637,311.92,2016-07-09 19:55:07,2016-12-22 20:10:29
C07460,2,2,0,1,50.015,50.07,2016-07-26 21:53:23,2016-07-26 22:02:19
C07461,23,1,22,4,213.9469565217391,721.54,2016-07-19 01:11:52,2016-12-30 19:09:20
C07462,29,1,28,1,223.00103448275866,1769.73,2016-07-03 15:13:01,2016-12-30 20:15:46
C07463,1,1,0,0,26.67,26.67,2016-09-28 20:48:31,2016-09-28 20:48:31
C07464,11,0,11,5,153.63181818181818,444.99,2016-07-09 21:44:04,2016-11-18 18:02:19
C07465,1,0,1,1,3454.97,3454.97,2016-11-25 16:16:18,2016-11-25 16:16:18
C07466,20,20,0,4,259.104,1200.09,2016-07-16 23:18:52,2016-11-02 02:08:27
C07467,14,14,0,4,107.15071428571427,250.08,2016-07-22 17:22:23,2016-09-29 17:25:49
C07468,27,27,0,2,29.194444444444443,115.1,2016-07-14 05:23:20,2016-12-16 23:01:31
C07469,1,1,0,1,200.02,200.02,2016-09-04 00:02:16,2016-09-04 00:02:16
C07470,4,2,2,4,143.975,255.07,2016-07-17 16:12:44,2016-12-28 03:08:02
C07471,4,1,3,1,66.25,163.04,2016-08-26 17:43:50,2016-11-18 03:32:59
C07472,84,10,74,3,127.83738095238095,462.04,2016-07-04 18:59:27,2016-12-29 23:18:18
C07473,36,3,33,2,211.91138888888887,1103.98,2016-07-08 18:13:14,2016-12-28 21:39:19
C07474,6,3,3,2,106.49,201.01,2016-07-07 22:24:13,2016-12-07 23:03:17
C07475,6,0,6,2,159.68666666666667,255.08,2016-10-07 18:01:04,2016-11-27 20:56:38
C07476,1,0,1,1,117.01,117.01,2016-12-31 16:49:44,2016-12-31 16:49:44
C07477,6,6,0,1,74.97833333333334,199.94,2016-08-05 00:47:28,2016-12-25 22:15:28
C07478,2,2,0,2,132.42,199.92,2016-07-19 21:14:05,2016-07-24 18:17:39
C07479,10,0,10,1,68.767,151.93,2016-07-17 14:29:15,2016-12-26 15:41:00
C07480,7,7,0,5,132.16,249.99,2016-07-05 18:14:23,2016-12-16 00:40:26
C07481,6,1,5,1,108.175,280.09,2016-07-08 15:50:17,2016-12-18 01:09:08
C07482,17,0,17,8,223.84058823529412,2594.91,2016-07-14 22:42:26,2016-12-04 16:22:28
C07483,9,9,0,5,247.21888888888887,824.93,2016-07-19 14:49:05,2016-08-01 12:28:21
C07484,1,0,1,1,119.87,119.87,2016-08-01 21:13:10,2016-08-01 21:13:10
C07485,38,3,35,2,122.76631578947368,399.92,2016-07-17 16:04:22,2016-12-08 14:32:40
C07486,2,1,1,2,376.97999999999996,554.04,2016-08-30 18:47:33,2016-09-03 23:53:49
C07487,2,0,2,1,63.93,68.92,2016-09-20 01:08:30,2016-11-16 22:23:14
C07488,1,0,1,1,1834.42,1834.42,2016-10-16 02:01:21,2016-10-16 02:01:21
C07489,2,2,0,1,250.0,250.0,2016-07-17 00:20:33,2016-07-17 00:32:49
C07490,3,3,0,1,83.33333333333333,100.04,2016-08-01 02:59:23,2016-11-05 04:53:11
C07491,2,2,0,1,200.01,350.06,2016-12-12 13:30:10,2016-12-28 00:10:30
C07492,1,1,0,1,150.03,150.03,2016-07-11 17:11:44,2016-07-11 17:11:44
C07493,2,0,2,1,232.025,232.03,2016-08-23 20:18:42,2016-08-23 20:50:37
C07494,1,1,0,1,100.02,100.02,2016-11-25 00:19:48,2016-11-25 00:19:48
C07495,15,0,15,1,58.230000000000004,67.98,2016-07-10 13:35:42,2016-12-26 12:46:36
C07496,4,4,0,1,75.045,100.05,2016-11-04 02:10:13,2016-12-10 13:26:34
C07497,5,0,5,1,677.13,2294.92,2016-08-24 14:07:49,2016-11-14 00:24:05
C07498,10,10,0,0,61.592,152.09,2016-07-30 21:08:29,2016-11-13 01:24:10
C07499,10,0,10,1,93.255,409.99,2016-07-22 23:36:24,2016-12-29 00:32:04
C07500,1,0,1,1,58.98,58.98,2016-09-16 23:30:24,2016-09-16 23:30:24
C07501,6,0,6,1,131.67333333333332,500.04,2016-07-24 01:25:30,2016-10-19 19:19:24
C07502,18,0,18,1,195.11055555555555,723.94,2016-07-04 23:30:42,2016-12-08 21:42:09
C07503,1,1,0,1,49.98,49.98,2016-08-07 20:09:53,2016-08-07 20:09:53
C07504,40,1,39,4,79.82675,255.01,2016-07-02 07:14:17,2016-12-22 17:32:56
C07505,125,17,108,6,183.71888,2539.9,2016-07-02 01:12:48,2016-12-29 23:23:12
C07506,2,2,0,1,54.989999999999995,74.97,2016-07-24 21:55:59,2016-08-18 03:43:20
C07507,1,1,0,1,99.97,99.97,2016-07-21 00:18:59,2016-07-21 00:18:59
C07508,441,441,0,11,50.43736961451248,352.77,2016-07-03 05:14:35,2016-12-31 13:20:31
C07509,1,1,0,1,100.09,100.09,2016-07-25 18:22:05,2016-07-25 18:22:05
C07510,5,3,2,3,187.19,499.95,2016-07-04 20:16:59,2016-10-28 15:37:26
C07511,6,4,2,2,216.16666666666666,500.02,2016-07-08 21:43:19,2016-12-01 16:41:39
C07512,1,1,0,0,12.07,12.07,2016-12-05 23:18:20,2016-12-05 23:18:20
C07513,50,1,49,1,122.5238,444.98,2016-07-08 22:39:55,2016-12-29 22:32:36
C07514,17,1,16,1,87.54058823529412,117.03,2016-07-16 16:27:38,2016-12-28 20:10:01
C07515,2,2,0,1,70.41,76.08,2016-07-18 17:33:46,2016-11-30 14:28:17
C07516,2,1,1,1,128.95,199.96,2016-11-30 04:56:33,2016-12-25 13:32:58
C07517,15,3,12,1,57.11133333333333,117.08,2016-07-04 16:06:05,2016-12-12 22:09:41
C07518,813,442,371,53,186.70842558425585,2354.63,2016-07-06 00:37:08,2016-12-31 23:12:43
C07519,1,0,1,1,28.95,28.95,2016-08-25 21:17:51,2016-08-25 21:17:51
C07520,5,0,5,1,66.52799999999999,116.95,2016-10-19 16:52:32,2016-12-18 23:03:52
C07521,2,2,0,0,37.25,45.17,2016-07-20 02:09:21,2016-07-20 14:20:21
C07522,48,1,47,3,226.24520833333335,2346.97,2016-07-05 16:04:33,2016-12-30 22:08:11
C07523,315,13,302,7,109.77720634920635,1364.93,2016-07-02 04:08:47,2016-12-29 22:02:18
C07524,14,1,13,1,238.18714285714285,1562.77,2016-07-12 06:48:27,2016-12-18 23:00:06
C07525,1,0,1,1,408.99,408.99,2016-11-05 16:18:32,2016-11-05 16:18:32
C07526,10,3,7,1,66.69399999999999,107.07,2016-07-31 03:28:32,2016-12-15 02:22:53
C07527,1,1,0,1,50.05,50.05,2016-12-15 18:21:42,2016-12-15 18:21:42
C07528,1,1,0,1,199.97,199.97,2016-07-25 18:46:30,2016-07-25 18:46:30
C07529,12,0,12,1,207.5775,276.02,2016-08-02 21:37:17,2016-11-29 15:09:46
C07530,2,0,2,1,44.0,49.0,2016-08-08 16:12:49,2016-08-09 16:11:30
C07531,3,3,0,3,399.93666666666667,899.91,2016-07-24 20:38:18,2016-10-08 12:54:30
C07532,1,1,0,0,161.48,161.48,2016-10-28 23:44:13,2016-10-28 23:44:13
C07533,2,0,2,1,97.025,97.06,2016-11-26 16:56:03,2016-11-26 17:05:58
C07534,2,0,2,1,109.455,159.87,2016-07-16 21:15:21,2016-11-12 21:47:50
C07535,31,13,18,3,108.22419354838709,304.91,2016-07-15 21:42:15,2016-12-26 13:44:32
C07536,1,1,0,1,149.96,149.96,2016-07-23 17:53:53,2016-07-23 17:53:53
C07537,2,1,1,1,116.98,208.9,2016-07-11 16:39:31,2016-11-03 22:53:28
C07538,1,1,0,0,96.04,96.04,2016-09-02 21:46:37,2016-09-02 21:46:37
C07539,1,1,0,0,33.14,33.14,2016-08-26 18:02:44,2016-08-26 18:02:44
C07540,2,0,2,1,170.995,171.0,2016-10-04 16:41:54,2016-10-05 02:51:58
C07541,2,2,0,0,22.075000000000003,22.96,2016-08-20 01:24:28,2016-08-31 16:13:15
C07542,1,0,1,1,59.01,59.01,2016-07-21 19:49:56,2016-07-21 19:49:56
C07543,1,1,0,1,99.94,99.94,2016-12-11 02:56:03,2016-12-11 02:56:03
C07544,5,5,0,4,249.98199999999997,299.96,2016-07-10 15:50:25,2016-07-30 18:24:25
C07545,5,0,5,1,51.032,59.09,2016-10-15 02:13:47,2016-10-30 01:22:53
