device_profile_id,device_type,device_info,os,browser,screen,txn_count,customer_count,card_count,specificity
DP-618b4739b8113b53,mobile,iOS Device,iOS 10.1.1,mobile safari generic,1136x640,3,3,3,0.3333333333333333
DP-618b63d2eaa1f04c,mobile,Android 7.0,,,,5,4,4,0.25
DP-61934688e850c59c,desktop,,,chrome 62.0,,794,185,185,0.005405405405405406
DP-6196a0fb4aba335e,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750,1073,418,418,0.0023923444976076554
DP-61a3cd4d0ab689d2,mobile,ASTRO,,chrome 63.0 for android,,1,1,1,1.0
DP-61a9c004d3de8fc3,mobile,QTAIR7 Build/LMY47D,Android,chrome 62.0 for android,1920x1200,3,3,3,0.3333333333333333
DP-61b16e7160f72f8c,mobile,F3313 Build/37.0.A.2.108,,chrome 62.0 for android,,3,3,3,0.3333333333333333
DP-61b3e61d198d7fbc,mobile,SM-G928V Build/NRD90M,Android 7.0,chrome 62.0 for android,,5,5,5,0.2
DP-61b80714519472e9,mobile,XT1563,,chrome 63.0 for android,,2,2,2,0.5
DP-61bcfb2da56e9d48,desktop,Windows,Windows 8,ie 11.0 for desktop,1920x1080,2,2,2,0.5
DP-61bd63b5fa6dd0c0,desktop,Windows,Windows 10,chrome 66.0,2400x1350,5,5,5,0.2
DP-61c10522b27deaa8,desktop,MacOS,Mac OS X 10_13_1,chrome 62.0,2880x1800,30,25,25,0.04
DP-61c38292d88d0803,mobile,Ilium LT520 Build/NRD90M,,chrome 65.0 for android,,1,1,1,1.0
DP-61c3cefa8c8db232,mobile,iOS Device,iOS 11.1.2,chrome 63.0 for ios,2732x2048,3,3,3,0.3333333333333333
DP-61c738af91b8eaff,desktop,MacOS,Mac OS X 10_12_6,chrome 64.0,1920x1080,7,7,7,0.14285714285714285
DP-61c847053dd2010d,mobile,SM-J500M Build/LMY48B,,chrome 60.0 for android,,4,2,2,0.5
DP-61c903ee8e4c55c0,desktop,Windows,Windows 10,chrome 65.0,2160x1440,9,7,7,0.14285714285714285
DP-61cd6db8c96fc72c,mobile,ZTE BLADE A512 Build/MMB29M,,chrome 63.0 for android,,5,1,1,1.0
DP-61d715fb7fb3f018,mobile,8062 Build/MRA58K,,chrome 64.0 for android,,4,1,1,1.0
DP-61e72583545f408e,mobile,SM-S320VL,,chrome 62.0 for android,,1,1,1,1.0
DP-61ea30d6bc96d49a,mobile,SM-J110M Build/LMY48B,,chrome 49.0 for android,,1,1,1,1.0
DP-61ed9bf7f1d4e6a8,mobile,SM-J320M Build/LMY47V,,chrome 56.0 for android,,1,1,1,1.0
DP-61f2553ecd0c3069,desktop,MacOS,Mac OS X 10_13_3,chrome 64.0,5760x3240,1,1,1,1.0
DP-61fd4ab7f96c5e4c,desktop,Windows,Windows 8,firefox 58.0,1920x1080,1,1,1,1.0
DP-62019cae2d75de99,mobile,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser 6.2,2961x1442,4,4,4,0.25
DP-6207f5936f886b0e,desktop,Windows,Windows 10,firefox 57.0,2736x1824,6,5,5,0.2
DP-6209570abc08dd5f,mobile,LG-H810/H81022f,Android 6.0,android webview 4.0,2560x1440,1,1,1,1.0
DP-62132bbbb653f1af,desktop,Windows,Windows 8.1,chrome 59.0,1366x768,2,2,2,0.5
DP-62168ef2d53b1c6a,mobile,iOS Device,iOS 11.2.2,mobile safari uiwebview,2048x1536,1,1,1,1.0
DP-6218223247975970,mobile,SM-A300H Build/LRX22G,,chrome 62.0 for android,,7,5,5,0.2
DP-6219a6a1444505b7,desktop,,,,,3648,1011,1011,0.0009891196834817012
DP-621bacf23e29f915,desktop,Windows,Windows 7,chrome 65.0,1280x800,8,7,7,0.14285714285714285
DP-6220e43b00e80180,mobile,SAMSUNG SM-A310F Build/NRD90M,,samsung browser generic,,10,1,1,1.0
DP-62232083a1470552,mobile,LG-H500 Build/LRX21Y,,chrome 64.0 for android,,3,3,3,0.3333333333333333
DP-622b17a4df1cacf7,mobile,SM-J500M Build/MMB29M,,chrome 62.0 for android,,4,3,3,0.3333333333333333
DP-622e6abeeef23b19,mobile,LG-X180g Build/LMY47I,,chrome 62.0 for android,,3,3,3,0.3333333333333333
DP-62391473c204d51c,mobile,,Linux,samsung browser 6.2,2961x1442,1,1,1,1.0
DP-624cf7ccdab4b3d5,mobile,SM-G550T1 Build/MMB29K,,chrome 50.0 for android,,1,1,1,1.0
DP-62531cec7b52e8ee,desktop,MacOS,Mac OS X 10_12_3,safari generic,1280x800,10,9,9,0.1111111111111111
DP-6269d98ffab4dd3c,mobile,SM-A720F Build/MMB29K,,android webview 4.0,,1,1,1,1.0
DP-626d811271e90c0d,mobile,SM-J200M Build/LMY47X,,chrome 61.0 for android,,1,1,1,1.0
DP-626e5f5f100d6ec2,mobile,E2104,,chrome 63.0 for android,,2,2,2,0.5
DP-6270fe4aabb77ec1,mobile,SM-A300H Build/LRX22G,,chrome generic,,23,14,14,0.07142857142857142
DP-6272d1d104009d7f,desktop,MacOS,Mac OS X 10_13_2,chrome 63.0,5040x3150,1,1,1,1.0
DP-62733158241fe070,mobile,iOS Device,iOS 10.3.1,mobile safari 10.0,2732x2048,5,4,4,0.25
DP-6277455db1f75a9f,desktop,MacOS,Mac OS X 10_11_6,chrome 65.0,3360x2100,1,1,1,1.0
DP-628743c0708163f7,mobile,Moto G (5) Plus Build/NPN25.137-92,,chrome 66.0 for android,,46,20,20,0.05
DP-628da63d3f716105,mobile,F8331,,chrome 65.0 for android,,2,2,2,0.5
DP-62a078e42d47ade9,mobile,Z971,,chrome 61.0 for android,,2,1,1,1.0
DP-62a10a5eda975bf5,mobile,E501,,chrome 64.0 for android,,1,1,1,1.0
DP-62b09c1db0ce1cef,desktop,Windows,Windows 7,chrome,1600x900,7,5,5,0.2
DP-62b115cb88ab5f5c,mobile,SM-G900P,Android 7.1.2,chrome 63.0 for android,1920x1080,1,1,1,1.0
DP-62b41dc549763d87,mobile,HTC Desire 10 lifestyle Build/MMB29M,,chrome 51.0 for android,,7,5,5,0.2
DP-62b6dae2e3b7ff39,mobile,SM-N920T Build/NRD90M,,chrome 66.0 for android,,1,1,1,1.0
DP-62b85defd0780726,desktop,Windows,Windows 10,opera generic,1920x1080,1,1,1,1.0
DP-62b98438dfee44df,desktop,MacOS,Mac OS X 10_12,safari generic,2560x1600,12,6,6,0.16666666666666666
DP-62bfd49184281e8b,mobile,SM-T810 Build/NRD90M,Android 7.0,chrome 63.0 for android,2048x1536,7,7,7,0.14285714285714285
DP-62c130ec439a4816,mobile,SM-G920V Build/NRD90M,Android 7.0,chrome 66.0 for android,2560x1440,4,3,3,0.3333333333333333
DP-62c1d15772bf2652,desktop,rv:57.0,Mac OS X 10.11,firefox 57.0,1280x800,22,20,20,0.05
DP-62c35aa82286206f,mobile,iOS Device,iOS 10.2.0,mobile safari generic,2001x1125,5,2,2,0.5
DP-62c57cc8696ab79b,mobile,SM-G928T Build/NRD90M,Android 7.0,chrome 62.0 for android,,1,1,1,1.0
DP-62cc2f6f24f0e5cd,mobile,Fractal,,chrome 63.0 for android,,3,2,2,0.5
DP-62df9dff80a3c6a6,mobile,G8141,,chrome 55.0 for android,,1,1,1,1.0
DP-62e747f8d428a0f0,mobile,SM-G610M Build/NRD90M,,chrome 66.0 for android,,3,3,3,0.3333333333333333
DP-62ea39ac0a782c23,desktop,,Linux,chrome 63.0,1200x675,1,1,1,1.0
DP-62fddc0c4eaa4551,mobile,iOS Device,iOS 11.0.2,mobile safari 11.0,2208x1242,12,10,10,0.1
DP-630179a41869c247,mobile,SAMSUNG SM-G900T Build/MMB29M,Android 6.0.1,samsung browser 6.2,1920x1080,6,5,5,0.2
DP-6303d24345b78ff6,mobile,TREKKER-M1,,chrome 62.0 for android,,3,1,1,1.0
DP-630558014ddf2121,desktop,Windows,Windows 10,firefox,1366x768,1,1,1,1.0
DP-6310edbd2fa9b3f6,mobile,LG-D331,,chrome 63.0 for android,,3,2,2,0.5
DP-6312fb3256609825,mobile,SM-G920T Build/NRD90M,Android 7.0,chrome generic for android,2560x1440,1,1,1,1.0
DP-6319fe919dfa9c4c,mobile,SM-J700T1 Build/NMF26X,Android 7.1.1,chrome generic for android,1280x720,1,1,1,1.0
DP-6321959693040621,mobile,LG-K240 Build/MXB48T,,chrome 64.0 for android,,1,1,1,1.0
DP-6325b63db402e819,mobile,SM-J327P Build/MMB29M,,chrome 62.0 for android,,1,1,1,1.0
DP-632d707aa5e9a689,mobile,iOS Device,iOS 11.0.1,mobile safari generic,1136x640,4,3,3,0.3333333333333333
DP-632f118ab4914f79,mobile,SM-G930F Build/NRD90M,Android 7.0,chrome 63.0 for android,1920x1080,1,1,1,1.0
DP-63396ab8a8c6f34d,mobile,KFDOWI Build/LVY48F,Android 5.1.1,chrome 66.0 for android,1280x800,6,4,4,0.25
DP-63397bcd0accfda8,desktop,Windows,Windows 10,edge 15.0,1024x600,1,1,1,1.0
DP-6341ba4b5338cc90,desktop,MacOS,Mac,chrome 65.0,2880x1800,1,1,1,1.0
DP-634378056b7a0803,mobile,SAMSUNG SM-G892A Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1080,3,2,2,0.5
DP-6343799c29dbdbea,mobile,BLL-L23 Build/HUAWEIBLL-L23,,chrome 54.0 for android,,2,2,2,0.5
DP-6353c8a247f2d8a7,desktop,Windows,Windows 10,chrome 63.0,3840x2160,91,50,50,0.02
DP-635ea8bc41ed14ee,desktop,MacOS,Mac OS X 10_12_3,chrome 64.0,1366x768,3,3,3,0.3333333333333333
DP-6365aae76e1e5f81,mobile,Moto E (4) Build/NMA26.42-19,,chrome 66.0 for android,,12,6,6,0.16666666666666666
DP-6386f0479e915447,mobile,LG-X220 Build/LMY47I,,chrome 63.0 for android,,20,8,8,0.125
DP-63885ef607cf49d1,mobile,Ilium LT500 Build/LMY47O,,chrome 51.0 for android,,1,1,1,1.0
DP-638dad71b1056870,desktop,Windows,Windows 8.1,chrome 60.0,1600x900,4,1,1,1.0
DP-6396397290b50176,mobile,MotoE2 Build/LPCS23.13-56-5,,chrome 61.0 for android,,1,1,1,1.0
DP-63be007b80a4b1dd,mobile,Moto,,chrome 66.0 for android,,8,5,5,0.2
DP-63bff10172e4cfce,desktop,Windows,Windows 7,chrome,,1,1,1,1.0
DP-63c062c13fc9dec5,desktop,Windows,Windows 10,chrome 66.0,3440x1440,10,5,5,0.2
DP-63c3aa3d374e6bdc,mobile,RNE-L03 Build/HUAWEIRNE-L03,,chrome 64.0 for android,,10,3,3,0.3333333333333333
DP-63c5f23567c39dd8,mobile,8080 Build/LRX21M,,chrome 65.0 for android,,1,1,1,1.0
DP-63c94dff215498a6,mobile,LGMP260 Build/NRD90U,Android 7.0,chrome 62.0 for android,1280x720,11,8,8,0.125
DP-63c9a2a5c13cf89d,mobile,F8331,,chrome 63.0 for android,,2,2,2,0.5
DP-63d158807cb2087b,mobile,BV7000,,android webview 4.0,,3,2,2,0.5
DP-63d43886cf2e8675,mobile,HUAWEI TAG-L13 Build/HUAWEITAG-L13,,chrome 66.0 for android,,15,9,9,0.1111111111111111
DP-63d71d2388b7e2c8,mobile,XT1058 Build/LPAS23.12-21.7-1,,chrome 66.0 for android,,1,1,1,1.0
DP-63e66195294cc23b,mobile,SM-G930V Build/MMB29M,Android 6.0.1,chrome 65.0 for android,2560x1440,1,1,1,1.0
DP-63ead43271167fa8,mobile,FP2,,chrome 65.0 for android,,1,1,1,1.0
DP-63ecd2175f5f623d,mobile,Blade V6 Max Build/MRA58K,,chrome 60.0 for android,,1,1,1,1.0
DP-63ef77f7619a737a,desktop,rv:52.0,Mac OS X 10.13,firefox 52.0,1280x800,1,1,1,1.0
DP-63f474b42546edc5,desktop,Windows,Windows 7,chrome 65.0,1440x810,1,1,1,1.0
DP-63f7c12335fca788,mobile,E2306 Build/26.1.A.3.111,,chrome 66.0 for android,,2,2,2,0.5
DP-63fdbed4c8e3c5c7,mobile,Moto G (5) Plus Build/NPNS25.137-92-10,,chrome 66.0 for android,,7,3,3,0.3333333333333333
DP-63fe269577b8e3c1,desktop,Linux i686,,firefox 57.0,,3,2,2,0.5
DP-642163be9217fa66,mobile,5025G Build/LMY47I,,chrome 58.0 for android,,1,1,1,1.0
DP-64281aeb23014f17,desktop,Windows,Windows 10,chrome 55.0,1920x1080,6,4,4,0.25
DP-64289b6489891b4b,desktop,MacOS,Mac OS X 10_12_6,safari 11.0,5120x2880,2,2,2,0.5
DP-6428d817b9f8fed8,mobile,SM-J320M Build/LMY47V,,chrome 55.0 for android,,9,4,4,0.25
DP-64297e91c550cb8e,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,1136x640,243,151,151,0.006622516556291391
DP-642a2655b115d1ee,mobile,HUAWEI Y520-U03 Build/HUAWEIY520-U03,,chrome 63.0 for android,,2,2,2,0.5
DP-642c7c3592f46abf,desktop,Windows,Windows 7,chrome 63.0,1280x720,28,18,18,0.05555555555555555
DP-642d9558b6482086,mobile,Redmi Note 3 Build/MMB29M,,chrome 62.0 for android,,1,1,1,1.0
DP-643aa67853d22070,mobile,Hisense F23 Build/NRD90M,,chrome 65.0 for android,,9,6,6,0.16666666666666666
DP-643b2ddd164ce6f7,mobile,Pixel,Android 8.1.0,chrome 66.0 for android,2562x1442,1,1,1,1.0
DP-643d88cb4641f162,mobile,SM-N950U Build/NMF26X,Android 7.1.1,chrome 63.0 for android,2220x1081,1,1,1,1.0
DP-644cfadc59b05c7c,mobile,SAMSUNG SM-G935T Build/NRD90M,,samsung browser 6.2,,1,1,1,1.0
DP-644f43676b4dd944,desktop,,,safari generic,,1407,415,415,0.0024096385542168677
DP-64551a53af01ce5c,desktop,MacOS,Mac OS X 10_10_5,safari generic,3360x2100,3,3,3,0.3333333333333333
DP-645cb24fe943d154,mobile,HTC Desire 626s Build/LMY47O,,chrome 66.0 for android,,5,4,4,0.25
DP-645d9c780875a941,mobile,HTC U11 Build/NMF26X,,chrome 62.0 for android,,1,1,1,1.0
DP-645ebce4c2359b3f,mobile,SAMSUNG SM-A320Y Build/NRD90M,,samsung browser generic,,2,2,2,0.5
DP-646575877465362b,mobile,ASUS_X00ID,,chrome 65.0 for android,,1,1,1,1.0
DP-64778b923eb3d2fa,mobile,Z983 Build/NMF26F,Android 7.1.1,chrome 64.0 for android,1920x1080,1,1,1,1.0
DP-6478ea885c1e7bd8,mobile,TA-1038 Build/NMF26O,,chrome 66.0 for android,,1,1,1,1.0
DP-647a8b9cf8c68ff7,mobile,SAMSUNG SM-J327A Build/NRD90M,Android 7.0,samsung browser 6.4,1281x721,1,1,1,1.0
DP-647adb3775b5db6a,desktop,MacOS,Mac OS X 10_11_6,chrome 64.0,1280x800,7,7,7,0.14285714285714285
DP-647db4e5066d81b9,mobile,SM-A320FL Build/NRD90M,,chrome 66.0 for android,,5,3,3,0.3333333333333333
DP-648a5b2866247ca4,desktop,rv:11.0,Windows 7,ie 11.0 for desktop,1280x1024,62,50,50,0.02
DP-648a834e4fe592c1,mobile,moto x4 Build/OPWS27.57-40-6,,chrome 65.0 for android,,23,6,6,0.16666666666666666
DP-648ad959dc9ae4ba,mobile,SM-T310 Build/KOT49H,Android 4.4.2,chrome 63.0 for android,,1,1,1,1.0
DP-648b61728d6293b9,desktop,Windows,Windows 7,chrome 62.0,1280x800,11,10,10,0.1
DP-648f2ba879dc0e9f,mobile,5080A Build/MRA58K,,chrome 66.0 for android,,6,4,4,0.25
DP-6492d1bebfede9e6,mobile,Ilium L1000 Build/LRX22G,,chrome 64.0 for android,,1,1,1,1.0
DP-6496d18eca5010df,mobile,Build/OPM1.171019.011,Android 8.1.0,chrome 66.0 for android,2160x1081,1,1,1,1.0
DP-64a329766b34a975,mobile,,Android,chrome 63.0,2560x1440,42,2,2,0.5
DP-64a3c3a52ab8a448,desktop,rv:52.9,Windows 10,firefox,1920x1080,1,1,1,1.0
DP-64a4b56e9e559797,desktop,MacOS,Mac OS X 10_9_5,safari generic,1360x768,1,1,1,1.0
DP-64a6464e1baef88b,mobile,SAMSUNG SM-G900A Build/MMB29M,Android 6.0.1,samsung browser generic,1920x1080,1,1,1,1.0
DP-64c2b7422fcfdfcd,desktop,MacOS,Mac OS X 10_13_3,chrome 63.0,2560x1440,3,3,3,0.3333333333333333
DP-64c88b06560876e9,desktop,MacOS,Mac OS X 10_12_6,chrome 63.0,1600x900,2,2,2,0.5
DP-64d878689e27fa32,mobile,SM-G900P Build/MMB29M,Android 6.0.1,chrome 63.0 for android,1920x1080,1,1,1,1.0
DP-64db807cf6623e55,mobile,B3-A20,,chrome 50.0 for android,,1,1,1,1.0
DP-64de5e8ebef023d0,mobile,es-us,,chrome generic,,5,4,4,0.25
DP-64e1cfe25965e5b2,mobile,SAMSUNG SM-P580 Build/NRD90M,,samsung browser 6.4,,4,2,2,0.5
DP-64eb61f097965dd7,mobile,SM-G950F Build/R16NW,,chrome 66.0 for android,,23,14,14,0.07142857142857142
DP-64ed4a263e8ae74f,mobile,EVA-L09 Build/HUAWEIEVA-L09,,chrome 60.0 for android,,7,2,2,0.5
DP-64f25f8992c7afc5,mobile,Z833,Android 6.0.1,chrome 66.0 for android,855x480,1,1,1,1.0
DP-64f4910f099644f7,mobile,BLN-L21 Build/HONORBLN-L21,,chrome 66.0 for android,,1,1,1,1.0
DP-64f954a2fcb1f195,desktop,Linux i686,,firefox 58.0,,5,5,5,0.2
DP-64fe0025cb470aa7,desktop,MacOS,Mac OS X 10_12_5,chrome 62.0,3360x2100,1,1,1,1.0
DP-64ff0c11753c1d0e,mobile,Pixel Build/OPM1.171019.011,Android 8.1.0,chrome 63.0 for android,,21,14,14,0.07142857142857142
DP-650f787c624859cd,desktop,rv:59.0,Mac OS X 10.10,firefox 59.0,1366x768,6,3,3,0.3333333333333333
DP-650f92a2bd68a5d6,mobile,TRT-L53 Build/HUAWEITRT-L53,,chrome 66.0 for android,,16,10,10,0.1
DP-6517487fb79d98d0,mobile,SM-T827V Build/NRD90M,Android 7.0,chrome 61.0 for android,2048x1536,1,1,1,1.0
DP-6517fefb54e51695,mobile,SM-G531H Build/LMY48B,,chrome 50.0 for android,,10,3,3,0.3333333333333333
DP-651a2c43007411e0,desktop,rv:45.0,Mac OS X 10.11,firefox,1920x1080,1,1,1,1.0
DP-651a4b9eada0759e,mobile,B3-A40,,chrome 64.0 for android,,3,3,3,0.3333333333333333
DP-651fe8f9cfc4ded9,mobile,ZTE BLADE A6 Build/NMF26F,,chrome 65.0 for android,,1,1,1,1.0
DP-6528799eebcacee6,mobile,BLU,,chrome 65.0 for android,,1,1,1,1.0
DP-652d7da6214ceeb6,mobile,SAMSUNG SM-N900W8 Build/LRX21V,,chrome generic,,4,3,3,0.3333333333333333
DP-6535ed1e40d9144b,desktop,Windows NT 6.1,Windows 7,ie 11.0 for desktop,1422x889,1,1,1,1.0
DP-653c60828712477a,desktop,,,chrome 60.0,,32,17,17,0.058823529411764705
DP-653cad75f5d60229,mobile,EVA-L19 Build/HUAWEIEVA-L19,,chrome 63.0 for android,,1,1,1,1.0
DP-6547a749270948b5,mobile,D2306 Build/18.6.A.0.182,,chrome 66.0 for android,,1,1,1,1.0
DP-654f1b25d81b524d,desktop,Windows,Windows 10,firefox 58.0,1920x1080,74,51,51,0.0196078431372549
DP-65511ef17d475e38,desktop,MacOS,Mac OS X 10_13_2,chrome 63.0,1920x1200,8,6,6,0.16666666666666666
DP-655dd2742334eb7a,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1152x720,1,1,1,1.0
DP-656017e6d71d86fe,mobile,SAMSUNG SM-G965U Build/R16NW,Android 8.0.0,samsung browser 7.0,2961x1442,1,1,1,1.0
DP-6577b9ed10183f38,mobile,SGP611,,chrome 54.0 for android,,1,1,1,1.0
DP-65787f1ea537d5ab,mobile,SM-T800,,chrome 63.0 for android,,5,3,3,0.3333333333333333
DP-6578d5eee2cfd5fc,desktop,MacOS,Mac OS X 10_12_2,chrome 61.0,1280x800,1,1,1,1.0
DP-6583cb0f3f1e4311,mobile,IdeaTabA2109A,,chrome 63.0 for android,,1,1,1,1.0
DP-6583ec1b940ced0f,mobile,LGLS992,Android 6.0.1,chrome 64.0 for android,2560x1440,1,1,1,1.0
DP-659772016aaad82a,mobile,LG-V495,Android 5.0.2,chrome 60.0 for android,,1,1,1,1.0
DP-659f91b3024af7a5,desktop,Windows,,firefox 56.0,,12,7,7,0.14285714285714285
DP-65a0efe86cca5577,mobile,LGLS992,Android 7.0,chrome 65.0 for android,2560x1440,1,1,1,1.0
DP-65a0f33fb9340a67,mobile,SM-G900M Build/LRX21T,,chrome 55.0 for android,,1,1,1,1.0
DP-65a116adbb79ad80,mobile,LG-H960,,chrome generic for android,,1,1,1,1.0
DP-65a8e2502533ca9b,desktop,MacOS,Mac OS X 10_12_5,chrome 63.0,2560x1600,1,1,1,1.0
DP-65aa4d835e78a479,mobile,SM-J700T Build/NMF26X,Android 7.1.1,chrome 62.0 for android,1280x720,3,1,1,1.0
DP-65af736a412324f4,desktop,D5306,,chrome generic,,1,1,1,1.0
DP-65b05153c815ba5e,mobile,Lenovo TB-7703X Build/S100,,chrome generic for android,,1,1,1,1.0
DP-65c30423cd5d251a,mobile,iOS Device,iOS 11.3.1,chrome 66.0 for ios,2208x1242,7,6,6,0.16666666666666666
DP-65c5ea26e20ad1eb,mobile,SAMSUNG SM-N900T Build/LRX21V,Android 5.0,other,1920x1080,1,1,1,1.0
DP-65d8f1c0ea43e3d5,mobile,Android 6.0.1,,android webview 4.0,,5,3,3,0.3333333333333333
DP-65d9734cbcee2f33,mobile,Blade V6 Build/LRX22G,,chrome 65.0 for android,,6,5,5,0.2
DP-65e2f7038eaffe13,mobile,Pixel 2 Build/OPM1.171019.019,Android 8.1.0,chrome 64.0 for android,,2,2,2,0.5
DP-65f0f90b4d2ca7d7,mobile,XT1710-02 Build/NDSS26.118-23-15,Android 7.1.1,chrome 63.0 for android,1920x1080,3,2,2,0.5
DP-65f74ce22488c3d9,mobile,iOS Device,iOS 11.4.1,mobile safari 11.0,2208x1242,1,1,1,1.0
DP-65f99ec6bbd567cf,mobile,SM-J730GM Build/NRD90M,,chrome generic for android,,38,12,12,0.08333333333333333
DP-65fada22eb3c11d2,mobile,SAMSUNG-SM-G935A Build/NRD90M,Android 7.0,chrome 65.0 for android,1921x1081,1,1,1,1.0
DP-66012748971f192b,mobile,Alcatel_4060O Build/MMB29M,Android 6.0.1,chrome generic for android,855x480,1,1,1,1.0
DP-660d65a30c729722,mobile,LG-X180g Build/LMY47I,,chrome 55.0 for android,,2,1,1,1.0
DP-661d51ef4b891bd9,mobile,GT-I9505 Build/LRX22C,,opera,,2,1,1,1.0
DP-661d5f194aef522a,mobile,iOS Device,iOS 10.3.2,mobile safari 10.0,2048x1536,92,58,58,0.017241379310344827
DP-66233a3bd3025a34,desktop,Windows,Windows 10,chrome 63.0,3843x2163,2,1,1,1.0
DP-6631a73f2291dc3c,desktop,MacOS,Mac OS X 10_13_2,chrome 62.0,1440x900,11,9,9,0.1111111111111111
DP-6632b3941e01ff39,mobile,SM-J700T Build/NMF26X,Android 7.1.1,chrome 63.0 for android,,2,1,1,1.0
DP-6632cfb19d7fbd83,mobile,TA-1039 Build/N2G47H,,chrome generic for android,,3,2,2,0.5
DP-663695a20a787e2e,mobile,WAS-LX1 Build/HUAWEIWAS-LX1,,chrome 66.0 for android,,3,2,2,0.5
DP-663f9c8f974b1c58,mobile,Z835 Build/NMF26V,Android 7.1.1,chrome,855x480,2,1,1,1.0
DP-6641dffd3444760e,mobile,Moto C Build/NRD90M.054,,chrome 62.0 for android,,4,2,2,0.5
DP-6642423e8119c0f5,mobile,Grand2c,,android webview 4.0,,1,1,1,1.0
DP-664320dce3d088eb,mobile,SM-T813 Build/NRD90M,Android 7.0,opera,2048x1536,1,1,1,1.0
DP-664a04547b4ebf04,desktop,MacOS,Mac OS X 10_11_6,chrome 62.0,1680x1050,1,1,1,1.0
DP-664aec48dae0d082,mobile,SAMSUNG SM-G531H Build/LMY48B,,samsung browser 6.4,,2,2,2,0.5
DP-664c6dbcede12ddb,mobile,iOS Device,iOS 10.3.3,chrome 64.0 for ios,2048x1536,4,3,3,0.3333333333333333
DP-66551f5e85d6a4ea,desktop,Windows,Windows 10,edge 14.0,1024x768,2,2,2,0.5
DP-665f77e96a413a11,desktop,rv:11.0,Windows 7,ie 11.0 for desktop,1920x1200,19,13,13,0.07692307692307693
DP-666eac52b624fc92,mobile,Moto X Play Build/NPD26.48-24-1,,chrome 66.0 for android,,9,8,8,0.125
DP-666fc47b8c95029c,desktop,Windows,Windows 7,,1919x1080,2,1,1,1.0
DP-667058f5cffb9e83,mobile,SAMSUNG,Android 7.0,samsung browser 6.2,1920x1080,10,8,8,0.125
DP-6672a43ffd496154,desktop,Windows,Windows 10,comodo,1920x1080,4,4,4,0.25
DP-6673a2c5eef54ebb,mobile,iOS Device,iOS 10.2.0,mobile safari generic,1136x640,1,1,1,1.0
DP-667452cda281b08e,desktop,Windows,Windows 10,chrome 63.0,1700x960,1,1,1,1.0
DP-6674d51489dc3438,desktop,Windows,Windows 8.1,chrome 63.0,1920x1080,195,132,132,0.007575757575757576
DP-6676537bcdb33375,mobile,rv:57.0,Android 7.0,Generic/Android 7.0,2560x1440,4,4,4,0.25
DP-667d23e46febb1dc,mobile,Nexus 6P Build/OPR5.170623.011,Android 8.0.0,,2562x1442,5,3,3,0.3333333333333333
DP-667f5d1783deb3ed,mobile,SM-G955U Build/R16NW,,chrome 66.0 for android,,5,3,3,0.3333333333333333
DP-668d39d74e762445,desktop,Windows,func,chrome 62.0,1920x1080,1,1,1,1.0
DP-66a27ef007b00f62,mobile,LG-D850,Android,chrome 66.0 for android,2560x1440,1,1,1,1.0
DP-66a914d868fb78a5,mobile,SM-G950F Build/NRD90M,,chrome generic for android,,12,10,10,0.1
DP-66ad3dd2bd65bb05,desktop,rv:53.0,Windows 10,firefox,1920x1080,2,2,2,0.5
DP-66b09d469aca9ae9,desktop,Northwell,Windows 7,ie 11.0 for desktop,1280x720,1,1,1,1.0
DP-66b30c5b2b24f517,mobile,LG-M700 Build/NMF26X,,chrome 61.0 for android,,2,2,2,0.5
DP-66c9672bd7a1f969,mobile,SM-N910V Build/MMB29M,,chrome 63.0 for android,,2,2,2,0.5
DP-66cf834316f78342,desktop,MacOS,Mac OS X 10_9_5,chrome 65.0,2880x1800,2,2,2,0.5
DP-66da416f37968a7a,mobile,M4,,chrome 65.0 for android,,1,1,1,1.0
DP-66e043073e83e0a3,mobile,iOS Device,iOS 11.0.1,mobile safari 11.0,2208x1242,26,19,19,0.05263157894736842
DP-66e1ab0ec1c3d068,mobile,LG-X240 Build/MRA58K,,chrome generic for android,,7,6,6,0.16666666666666666
DP-66e29009471bf3c2,desktop,MacOS,Mac OS X 10_10_5,chrome 62.0,1366x768,4,4,4,0.25
DP-66e9bd885289d4aa,desktop,MacOS,Mac OS X 10_13_3,chrome 64.0,2560x1600,22,17,17,0.058823529411764705
DP-66ede4f2eeaa9834,desktop,MacOS,Mac OS X 10_13_4,chrome 66.0,3360x2100,11,6,6,0.16666666666666666
DP-66f2c80af3dfb527,mobile,SAMSUNG-SM-J320A Build/NMF26X,Android 7.1.1,chrome 63.0 for android,1280x720,2,2,2,0.5
DP-66f6ca74932f2b46,mobile,LGLS992,Android 7.0,chrome generic for android,2560x1440,1,1,1,1.0
DP-67012738fc11b6de,mobile,Turbo C5 Build/LMY47I,,chrome 64.0 for android,,4,1,1,1.0
DP-6704133c1dd48d0f,desktop,Windows,Windows 10,chrome 65.0,2400x1350,10,7,7,0.14285714285714285
DP-6705f6e97dee1d5a,mobile,SM-T810,,chrome 65.0 for android,,1,1,1,1.0
