card_id,card1_num,customer_id
C06408-K1,21017,C06408
C06409-K1,21683,C06409
C06410-K1,14512,C06410
C06411-K1,18481,C06411
C06412-K1,14222,C06412
C06413-K1,13809,C06413
C06414-K1,14683,C06414
C06415-K1,10293,C06415
C06416-K1,10402,C06416
C06417-K1,16616,C06417
C06418-K1,16808,C06418
C06419-K1,19151,C06419
C06420-K1,17695,C06420
C06421-K1,20651,C06421
C06422-K1,17048,C06422
C06423-K1,22084,C06423
C06424-K1,11326,C06424
C06425-K1,15270,C06425
C06426-K1,17785,C06426
C06427-K1,21583,C06427
C06428-K1,12365,C06428
C06429-K1,21959,C06429
C06430-K1,17043,C06430
C06431-K1,13882,C06431
C06432-K1,16169,C06432
C06433-K1,19654,C06433
C06434-K1,19822,C06434
C06435-K1,13182,C06435
C06436-K1,15252,C06436
C06437-K1,12014,C06437
C06438-K1,23162,C06438
C06439-K1,10625,C06439
C06440-K1,12706,C06440
C06441-K1,16994,C06441
C06442-K1,16327,C06442
C06443-K1,23315,C06443
C06444-K1,14402,C06444
C06445-K1,14101,C06445
C06446-K1,18351,C06446
C06447-K1,22754,C06447
C06448-K1,17985,C06448
C06449-K1,14710,C06449
C06450-K1,11516,C06450
C06451-K1,19183,C06451
C06452-K1,19675,C06452
C06453-K1,20443,C06453
C06454-K1,20274,C06454
C06455-K1,12073,C06455
C06456-K1,19295,C06456
C06457-K1,15571,C06457
C06458-K1,19205,C06458
C06459-K1,13599,C06459
C06460-K1,20275,C06460
C06461-K1,23375,C06461
C06462-K1,12121,C06462
C06463-K1,22446,C06463
C06464-K1,12548,C06464
C06465-K1,11986,C06465
C06466-K1,10756,C06466
C06467-K1,16330,C06467
C06468-K1,11784,C06468
C06469-K1,11239,C06469
C06470-K1,17170,C06470
C06471-K1,16399,C06471
C06472-K1,20746,C06472
C06473-K1,22681,C06473
C06474-K1,23008,C06474
C06475-K1,12189,C06475
C06476-K1,14531,C06476
C06477-K1,16490,C06477
C06478-K1,15616,C06478
C06479-K1,10702,C06479
C06480-K1,18712,C06480
C06481-K1,11732,C06481
C06482-K1,18097,C06482
C06483-K1,22717,C06483
C06484-K1,22721,C06484
C06485-K1,18821,C06485
C06486-K1,17688,C06486
C06487-K1,21119,C06487
C06488-K1,14545,C06488
C06489-K1,15598,C06489
C06490-K1,15247,C06490
C06491-K1,15476,C06491
C06492-K1,12408,C06492
C06493-K1,13156,C06493
C06494-K2,16109,C06494
C06495-K1,19837,C06495
C06496-K1,15677,C06496
C06497-K1,11437,C06497
C06498-K1,22150,C06498
C06499-K1,18044,C06499
C06500-K1,15153,C06500
C06501-K1,20158,C06501
C06502-K1,14734,C06502
C06503-K1,10274,C06503
C06504-K1,20003,C06504
C06505-K1,11770,C06505
C06506-K1,16005,C06506
C06507-K1,21755,C06507
C06508-K1,13087,C06508
C06509-K1,22392,C06509
C06510-K1,13036,C06510
C06511-K1,16996,C06511
C06512-K1,12869,C06512
C06513-K1,12982,C06513
C06514-K1,19091,C06514
C06515-K1,13108,C06515
C06516-K1,10134,C06516
C06517-K1,10899,C06517
C06518-K1,18678,C06518
C06519-K1,12205,C06519
C06520-K1,14874,C06520
C06521-K1,23213,C06521
C06522-K1,12961,C06522
C06523-K1,16197,C06523
C06524-K1,22284,C06524
C06525-K1,18700,C06525
C06526-K1,21399,C06526
C06527-K1,20811,C06527
C06528-K1,12085,C06528
C06529-K1,16202,C06529
C06530-K1,14522,C06530
C06531-K1,14225,C06531
C06532-K2,22016,C06532
C06533-K1,17661,C06533
C06534-K1,22882,C06534
C06535-K1,21595,C06535
C06536-K1,17240,C06536
C06537-K1,16901,C06537
C06538-K1,19232,C06538
C06539-K1,10057,C06539
C06540-K1,14525,C06540
C06541-K1,21729,C06541
C06542-K1,16000,C06542
C06543-K1,17271,C06543
C06544-K1,13906,C06544
C06545-K1,12005,C06545
C06546-K1,21687,C06546
C06547-K1,14628,C06547
C06548-K1,22031,C06548
C06549-K1,19440,C06549
C06550-K1,21395,C06550
C06551-K1,21727,C06551
C06552-K1,15682,C06552
C06553-K1,13225,C06553
C06554-K1,20200,C06554
C06555-K1,14577,C06555
C06556-K1,15415,C06556
C06557-K1,18339,C06557
C06558-K1,20821,C06558
C06559-K1,11180,C06559
C06560-K1,14960,C06560
C06561-K1,14393,C06561
C06562-K1,23259,C06562
C06563-K1,11426,C06563
C06564-K1,18323,C06564
C06565-K1,17952,C06565
C06566-K1,19763,C06566
C06567-K1,21644,C06567
C06568-K1,13907,C06568
C06569-K1,16115,C06569
C06570-K1,10419,C06570
C06571-K1,17021,C06571
C06572-K1,14976,C06572
C06573-K1,20654,C06573
C06574-K1,21494,C06574
C06575-K1,16076,C06575
C06576-K1,18225,C06576
C06577-K1,18843,C06577
C06578-K1,19665,C06578
C06579-K1,13262,C06579
C06580-K1,18967,C06580
C06581-K1,23336,C06581
C06582-K2,21145,C06582
C06583-K1,11389,C06583
C06584-K1,20236,C06584
C06585-K1,19997,C06585
C06586-K1,14755,C06586
C06587-K1,22064,C06587
C06588-K1,15596,C06588
C06589-K1,18624,C06589
C06590-K1,13261,C06590
C06591-K1,10436,C06591
C06592-K1,11169,C06592
C06593-K1,17238,C06593
C06594-K1,22365,C06594
C06595-K1,11438,C06595
C06596-K1,14712,C06596
C06597-K1,22539,C06597
C06598-K1,14147,C06598
C06599-K1,21281,C06599
C06600-K1,16652,C06600
C06601-K1,21422,C06601
C06602-K1,10306,C06602
C06603-K1,14817,C06603
C06604-K1,22201,C06604
C06605-K1,19615,C06605
C06606-K1,12637,C06606
C06607-K1,22944,C06607
C06608-K1,10196,C06608
C06609-K1,16791,C06609
C06610-K1,16346,C06610
C06611-K1,18412,C06611
C06612-K1,19071,C06612
C06613-K1,22259,C06613
C06614-K1,22659,C06614
C06615-K1,13609,C06615
C06616-K1,10927,C06616
C06617-K1,10765,C06617
C06618-K1,21230,C06618
C06619-K1,10257,C06619
C06620-K1,23508,C06620
C06621-K1,20328,C06621
C06622-K1,17603,C06622
C06623-K1,22294,C06623
C06624-K1,12099,C06624
C06625-K1,20731,C06625
C06626-K1,13082,C06626
C06627-K1,20198,C06627
C06628-K1,20084,C06628
C06629-K1,21998,C06629
C06630-K2,19691,C06630
C06631-K1,13176,C06631
C06632-K1,22760,C06632
C06633-K1,22151,C06633
C06634-K1,15375,C06634
C06635-K1,17584,C06635
C06636-K1,21750,C06636
C06637-K1,17383,C06637
C06638-K1,19025,C06638
C06639-K1,18736,C06639
C06640-K1,23002,C06640
C06641-K1,15587,C06641
C06642-K1,10600,C06642
C06643-K1,19285,C06643
C06644-K1,16155,C06644
C06645-K1,14079,C06645
C06646-K1,23420,C06646
C06647-K1,10295,C06647
C06648-K1,21901,C06648
C06649-K1,21274,C06649
C06650-K2,22350,C06650
C06651-K1,20373,C06651
C06652-K1,12827,C06652
C06653-K1,20175,C06653
C06654-K1,23545,C06654
C06655-K1,14438,C06655
C06656-K1,20938,C06656
C06657-K1,13640,C06657
C06658-K1,13334,C06658
C06659-K1,15416,C06659
C06660-K1,13373,C06660
C06661-K1,10307,C06661
C06662-K1,15070,C06662
C06663-K2,19526,C06663
C06664-K1,16384,C06664
C06665-K1,10270,C06665
C06666-K1,15558,C06666
C06667-K1,22065,C06667
C06668-K1,21445,C06668
C06669-K1,16900,C06669
C06670-K1,15380,C06670
C06671-K1,20587,C06671
C06672-K1,11512,C06672
C06673-K1,11691,C06673
C06674-K1,11787,C06674
C06675-K1,22674,C06675
C06676-K1,11146,C06676
C06677-K1,21907,C06677
C06678-K1,12711,C06678
C06679-K1,12098,C06679
C06680-K1,19439,C06680
C06681-K1,13789,C06681
C06682-K1,15787,C06682
C06683-K1,15888,C06683
C06684-K1,22250,C06684
C06685-K1,20120,C06685
C06686-K1,19991,C06686
C06687-K1,21027,C06687
C06688-K1,20840,C06688
C06689-K1,17518,C06689
C06690-K1,15772,C06690
C06691-K1,23370,C06691
C06692-K1,13098,C06692
C06693-K1,13871,C06693
C06694-K1,17810,C06694
C06695-K1,15962,C06695
C06696-K1,12475,C06696
C06697-K1,10794,C06697
C06698-K1,12131,C06698
C06699-K1,11305,C06699
C06700-K1,22476,C06700
C06701-K1,10823,C06701
C06702-K1,12170,C06702
C06703-K1,16262,C06703
C06704-K1,11515,C06704
C06705-K1,21192,C06705
C06706-K1,11348,C06706
C06707-K1,22062,C06707
C06708-K2,21568,C06708
C06709-K1,12535,C06709
C06710-K1,19277,C06710
C06711-K1,19429,C06711
C06712-K1,20800,C06712
C06713-K1,18396,C06713
C06714-K1,20848,C06714
C06715-K1,23381,C06715
C06716-K1,14762,C06716
C06717-K1,17532,C06717
C06718-K1,10688,C06718
C06719-K1,13737,C06719
C06720-K1,12366,C06720
C06721-K1,11654,C06721
C06722-K1,18426,C06722
C06723-K1,17490,C06723
C06724-K1,10374,C06724
C06725-K1,14835,C06725
C06726-K1,15175,C06726
C06727-K1,22427,C06727
C06728-K1,14726,C06728
C06729-K1,22198,C06729
C06730-K1,13710,C06730
C06731-K1,20595,C06731
C06732-K1,14219,C06732
C06733-K1,22166,C06733
C06734-K1,22608,C06734
C06735-K1,16433,C06735
C06736-K1,23153,C06736
C06737-K1,10073,C06737
C06738-K1,16752,C06738
C06739-K1,16484,C06739
C06740-K1,18232,C06740
C06741-K1,19633,C06741
C06742-K1,14238,C06742
C06743-K1,11109,C06743
C06744-K2,19430,C06744
C06745-K1,17814,C06745
C06746-K1,17339,C06746
C06747-K1,18034,C06747
C06748-K1,16154,C06748
C06749-K1,11975,C06749
C06750-K1,17849,C06750
C06751-K1,19033,C06751
C06752-K1,13841,C06752
C06753-K1,14920,C06753
C06754-K1,18793,C06754
C06755-K1,14349,C06755
C06756-K1,14825,C06756
C06757-K1,10621,C06757
C06758-K1,16513,C06758
C06759-K1,20836,C06759
C06760-K1,14452,C06760
C06761-K1,14883,C06761
C06762-K1,18569,C06762
C06763-K1,12552,C06763
C06764-K2,13651,C06764
C06765-K1,22094,C06765
C06766-K1,16034,C06766
C06767-K1,18272,C06767
C06768-K1,19213,C06768
C06769-K1,18193,C06769
C06770-K1,21592,C06770
C06771-K1,15217,C06771
C06772-K1,18549,C06772
C06773-K1,19903,C06773
C06774-K1,15490,C06774
C06775-K1,10928,C06775
C06776-K1,18545,C06776
C06777-K1,15187,C06777
C06778-K1,16414,C06778
C06779-K1,17466,C06779
C06780-K1,15590,C06780
C06781-K1,21376,C06781
C06782-K1,14970,C06782
C06783-K1,17980,C06783
C06784-K1,13879,C06784
C06785-K1,15512,C06785
C06786-K1,15666,C06786
C06787-K1,11725,C06787
C06788-K1,16735,C06788
C06789-K1,18109,C06789
C06790-K1,20058,C06790
C06791-K1,20646,C06791
C06792-K1,15145,C06792
C06793-K1,12540,C06793
C06794-K1,12764,C06794
C06795-K1,17200,C06795
C06796-K1,20696,C06796
C06797-K1,21353,C06797
C06798-K1,23129,C06798
C06799-K1,11563,C06799
C06800-K1,18895,C06800
C06801-K1,11496,C06801
C06802-K1,18649,C06802
C06803-K1,12464,C06803
C06804-K1,14758,C06804
C06805-K1,23219,C06805
C06806-K1,16576,C06806
C06807-K1,13265,C06807
C06808-K1,11140,C06808
C06809-K1,13376,C06809
C06810-K1,22425,C06810
C06811-K1,14469,C06811
C06812-K1,10021,C06812
C06813-K1,14685,C06813
C06814-K1,12308,C06814
C06815-K1,13671,C06815
C06816-K1,11754,C06816
C06817-K1,21527,C06817
C06818-K1,12701,C06818
C06819-K1,10261,C06819
C06820-K1,14587,C06820
C06821-K1,13463,C06821
C06822-K1,17036,C06822
C06823-K1,21481,C06823
C06824-K1,11612,C06824
C06825-K1,15662,C06825
C06826-K1,20333,C06826
C06827-K1,20393,C06827
C06828-K1,18758,C06828
C06829-K1,19795,C06829
C06830-K1,17907,C06830
C06831-K1,17004,C06831
C06832-K1,10454,C06832
C06833-K1,17725,C06833
C06834-K1,13650,C06834
C06835-K2,13228,C06835
C06836-K1,21884,C06836
C06837-K1,16675,C06837
C06838-K1,11764,C06838
C06839-K1,22972,C06839
C06840-K1,12032,C06840
C06841-K1,21640,C06841
C06842-K1,18364,C06842
C06843-K1,22885,C06843
C06844-K1,21064,C06844
C06845-K1,12832,C06845
C06846-K1,12624,C06846
C06847-K1,10612,C06847
C06848-K1,22141,C06848
C06849-K1,11280,C06849
C06850-K1,17362,C06850
C06851-K1,19597,C06851
C06852-K1,17506,C06852
C06853-K1,16379,C06853
C06854-K1,22194,C06854
C06855-K1,14517,C06855
C06856-K1,12507,C06856
C06857-K1,16729,C06857
C06858-K1,16151,C06858
C06859-K1,14336,C06859
C06860-K1,16722,C06860
C06861-K1,13923,C06861
C06862-K1,15128,C06862
C06863-K1,23530,C06863
C06864-K1,15180,C06864
C06865-K1,13470,C06865
C06866-K1,20550,C06866
C06867-K1,15110,C06867
C06868-K1,14830,C06868
C06869-K1,10087,C06869
C06870-K1,18643,C06870
C06871-K1,20212,C06871
C06872-K1,20698,C06872
C06873-K1,16179,C06873
C06874-K1,11872,C06874
C06875-K1,19992,C06875
C06876-K1,21243,C06876
C06877-K1,11217,C06877
C06878-K1,21314,C06878
C06879-K1,23395,C06879
C06880-K1,13050,C06880
C06881-K1,10115,C06881
C06882-K1,22465,C06882
C06883-K1,20855,C06883
C06884-K1,14240,C06884
C06885-K1,20892,C06885
C06886-K1,20020,C06886
C06887-K1,18201,C06887
C06888-K1,20771,C06888
C06889-K1,13657,C06889
C06890-K1,20464,C06890
C06891-K1,21681,C06891
C06892-K1,12277,C06892
C06893-K1,12596,C06893
C06894-K1,22842,C06894
C06895-K1,11536,C06895
C06896-K1,14625,C06896
C06897-K1,11971,C06897
C06898-K1,16475,C06898
C06899-K1,14030,C06899
C06900-K1,13476,C06900
C06901-K1,22027,C06901
C06902-K1,12051,C06902
C06903-K1,12493,C06903
C06904-K1,14558,C06904
C06905-K1,19081,C06905
C06906-K1,16110,C06906
C06907-K1,10433,C06907
C06908-K1,18204,C06908
C06909-K1,20622,C06909
C06910-K1,16811,C06910
C06911-K1,14697,C06911
C06912-K1,20668,C06912
C06913-K1,10615,C06913
C06914-K1,22280,C06914
C06915-K1,20113,C06915
C06916-K1,13123,C06916
C06917-K1,18567,C06917
C06918-K1,13656,C06918
C06919-K1,21615,C06919
C06920-K1,13173,C06920
C06921-K1,14310,C06921
C06922-K1,12398,C06922
C06923-K1,17714,C06923
C06924-K1,14143,C06924
C06925-K1,17513,C06925
C06926-K1,19517,C06926
C06927-K1,23287,C06927
C06928-K1,10132,C06928
C06929-K1,10463,C06929
C06930-K1,12254,C06930
C06931-K1,12766,C06931
C06932-K1,15260,C06932
C06933-K1,13641,C06933
C06934-K1,12587,C06934
C06935-K1,18778,C06935
C06936-K1,11291,C06936
C06937-K1,17390,C06937
C06938-K1,15152,C06938
C06939-K1,23496,C06939
C06940-K1,19682,C06940
C06941-K1,15295,C06941
C06942-K2,23511,C06942
C06943-K1,15381,C06943
C06944-K1,19901,C06944
C06945-K1,22820,C06945
C06946-K1,17359,C06946
C06947-K2,13432,C06947
C06948-K1,18450,C06948
C06949-K1,18192,C06949
C06950-K1,10857,C06950
C06951-K1,18461,C06951
C06952-K1,18730,C06952
C06953-K1,14939,C06953
C06954-K1,18326,C06954
C06955-K1,12820,C06955
C06956-K1,18934,C06956
C06957-K1,11869,C06957
C06958-K1,14028,C06958
C06959-K1,22831,C06959
C06960-K1,23518,C06960
C06961-K1,21543,C06961
C06962-K2,16301,C06962
C06963-K1,16135,C06963
C06964-K1,11203,C06964
C06965-K1,10015,C06965
C06966-K1,15989,C06966
C06967-K1,17255,C06967
C06968-K1,21777,C06968
C06969-K1,10738,C06969
C06970-K1,20232,C06970
C06971-K1,18374,C06971
C06972-K1,18561,C06972
C06973-K1,17895,C06973
C06974-K1,11463,C06974
C06975-K1,12188,C06975
C06976-K1,12336,C06976
C06977-K1,10648,C06977
C06978-K1,10444,C06978
C06979-K1,20965,C06979
C06980-K1,15914,C06980
C06981-K1,23531,C06981
C06982-K1,12936,C06982
C06983-K1,18045,C06983
C06984-K1,13333,C06984
C06985-K1,16298,C06985
C06986-K1,23107,C06986
C06987-K1,14774,C06987
C06988-K1,16766,C06988
C06989-K1,21342,C06989
C06990-K1,23533,C06990
C06991-K1,20889,C06991
C06992-K1,13561,C06992
C06993-K1,14406,C06993
C06994-K1,14481,C06994
C06995-K1,14574,C06995
C06996-K1,18300,C06996
C06997-K1,17424,C06997
C06998-K1,10922,C06998
C06999-K1,16218,C06999
C07000-K1,10368,C07000
C07001-K1,21043,C07001
C07002-K1,18247,C07002
C07003-K1,19516,C07003
C07004-K1,11574,C07004
C07005-K1,14585,C07005
C07006-K1,17551,C07006
C07007-K1,11795,C07007
C07008-K1,10372,C07008
C07009-K1,14215,C07009
C07010-K1,13868,C07010
C07011-K1,22357,C07011
C07012-K1,19998,C07012
C07013-K1,13564,C07013
C07014-K1,17312,C07014
C07015-K1,21398,C07015
C07016-K1,13955,C07016
C07017-K1,20928,C07017
C07018-K1,14298,C07018
C07019-K1,23512,C07019
C07020-K1,21301,C07020
C07021-K1,16277,C07021
C07022-K1,22454,C07022
C07023-K1,10079,C07023
C07024-K1,20553,C07024
C07025-K1,21320,C07025
C07026-K1,15359,C07026
C07027-K1,10443,C07027
C07028-K1,17276,C07028
C07029-K1,21417,C07029
C07030-K1,13107,C07030
C07031-K1,20014,C07031
C07032-K1,10986,C07032
C07033-K1,10099,C07033
C07034-K1,19075,C07034
C07035-K1,14544,C07035
C07036-K1,12997,C07036
C07037-K1,13502,C07037
C07038-K1,11616,C07038
C07039-K1,14826,C07039
C07040-K1,14543,C07040
C07041-K1,19167,C07041
C07042-K1,11712,C07042
C07043-K1,15508,C07043
C07044-K1,20112,C07044
C07045-K1,23269,C07045
C07046-K1,18290,C07046
C07047-K1,22829,C07047
C07048-K1,17898,C07048
C07049-K1,21792,C07049
C07050-K1,12090,C07050
C07051-K1,17741,C07051
C07052-K1,20081,C07052
C07053-K1,15201,C07053
C07054-K1,22690,C07054
C07055-K1,15733,C07055
C07056-K1,15161,C07056
C07057-K1,20992,C07057
C07058-K1,22289,C07058
C07059-K1,18536,C07059
C07060-K1,22178,C07060
C07061-K1,22774,C07061
C07062-K1,16309,C07062
C07063-K1,14800,C07063
C07064-K1,10989,C07064
C07065-K1,19480,C07065
C07066-K1,19340,C07066
C07067-K1,12939,C07067
C07068-K1,14789,C07068
C07069-K1,10427,C07069
C07070-K1,17320,C07070
C07071-K1,11983,C07071
C07072-K1,14656,C07072
C07073-K1,17845,C07073
C07074-K1,15038,C07074
C07075-K1,13942,C07075
C07076-K1,22752,C07076
C07077-K1,17462,C07077
C07078-K1,19819,C07078
C07079-K1,22999,C07079
C07080-K1,14737,C07080
C07081-K1,22680,C07081
C07082-K1,19780,C07082
C07083-K1,22824,C07083
C07084-K1,20332,C07084
C07085-K1,18397,C07085
C07086-K1,15904,C07086
C07087-K1,19405,C07087
C07088-K1,21098,C07088
C07089-K1,17627,C07089
C07090-K1,10028,C07090
C07091-K1,16312,C07091
C07092-K1,19293,C07092
C07093-K1,23540,C07093
C07094-K1,18224,C07094
C07095-K1,17590,C07095
C07096-K2,16104,C07096
C07097-K1,11775,C07097
C07098-K1,11127,C07098
C07099-K1,18980,C07099
C07100-K1,21597,C07100
C07101-K1,11731,C07101
C07102-K1,14595,C07102
C07103-K1,16757,C07103
C07104-K1,14128,C07104
C07105-K1,18645,C07105
C07106-K1,12747,C07106
C07107-K1,14050,C07107
C07108-K1,19670,C07108
C07109-K1,12799,C07109
C07110-K1,16477,C07110
C07111-K1,12918,C07111
C07112-K1,11382,C07112
C07113-K1,10088,C07113
C07114-K1,11229,C07114
C07115-K1,21233,C07115
C07116-K1,19937,C07116
C07117-K1,21767,C07117
C07118-K1,20872,C07118
C07119-K1,22689,C07119
C07120-K1,11919,C07120
C07121-K1,14592,C07121
C07122-K1,20374,C07122
C07123-K1,11711,C07123
C07124-K1,11824,C07124
C07125-K1,16052,C07125
C07126-K1,19326,C07126
C07127-K1,21347,C07127
C07128-K1,11450,C07128
C07129-K1,19889,C07129
C07130-K1,15526,C07130
C07131-K1,19750,C07131
C07132-K1,21438,C07132
C07133-K1,10141,C07133
C07134-K2,10224,C07134
C07135-K1,21277,C07135
C07136-K1,16058,C07136
C07137-K1,14889,C07137
C07138-K1,15657,C07138
C07139-K1,13705,C07139
C07140-K1,23405,C07140
C07141-K1,18623,C07141
C07142-K1,11407,C07142
C07143-K1,13499,C07143
C07144-K1,20229,C07144
C07145-K1,19156,C07145
C07146-K1,11186,C07146
C07147-K1,16861,C07147
C07148-K1,19972,C07148
C07149-K2,12848,C07149
C07150-K1,19325,C07150
C07151-K1,22852,C07151
C07152-K1,11417,C07152
C07153-K1,21757,C07153
C07154-K1,18096,C07154
C07155-K1,19385,C07155
C07156-K1,15054,C07156
C07157-K1,13249,C07157
C07158-K1,20304,C07158
C07159-K1,10212,C07159
C07160-K1,11934,C07160
C07161-K1,10603,C07161
C07162-K1,23390,C07162
C07163-K1,18458,C07163
C07164-K1,16656,C07164
C07165-K1,23416,C07165
C07166-K1,15912,C07166
C07167-K1,15288,C07167
C07168-K1,20649,C07168
C07169-K1,16619,C07169
C07170-K1,17963,C07170
C07171-K2,12434,C07171
C07172-K1,15454,C07172
C07173-K1,12506,C07173
C07174-K1,11200,C07174
C07175-K1,19119,C07175
C07176-K1,22448,C07176
C07177-K1,22935,C07177
C07178-K1,20917,C07178
C07179-K1,14316,C07179
C07180-K1,18168,C07180
C07181-K1,18997,C07181
C07182-K1,19905,C07182
C07183-K1,14526,C07183
C07184-K1,11782,C07184
C07185-K2,15478,C07185
C07186-K1,23396,C07186
C07187-K1,18917,C07187
C07188-K1,15550,C07188
C07189-K1,15424,C07189
C07190-K1,13747,C07190
C07191-K1,14342,C07191
C07192-K1,22082,C07192
C07193-K1,10904,C07193
C07194-K1,21898,C07194
C07195-K1,11878,C07195
C07196-K2,11171,C07196
C07197-K1,15739,C07197
C07198-K1,17453,C07198
C07199-K1,10203,C07199
C07200-K1,14714,C07200
C07201-K1,23406,C07201
C07202-K1,22112,C07202
C07203-K1,22129,C07203
C07204-K1,20249,C07204
C07205-K1,20704,C07205
C07206-K1,22052,C07206
C07207-K1,14214,C07207
C07208-K1,10236,C07208
C07209-K1,23216,C07209
C07210-K1,17469,C07210
C07211-K1,10826,C07211
C07212-K2,15876,C07212
C07213-K1,18365,C07213
C07214-K1,17507,C07214
C07215-K1,11004,C07215
C07216-K1,12655,C07216
C07217-K1,19577,C07217
C07218-K1,15196,C07218
C07219-K1,12585,C07219
C07220-K1,22782,C07220
C07221-K1,20114,C07221
C07222-K1,10508,C07222
C07223-K1,19886,C07223
C07224-K1,13946,C07224
C07225-K1,18356,C07225
C07226-K1,19009,C07226
C07227-K2,23292,C07227
C07228-K1,12740,C07228
C07229-K1,21383,C07229
C07230-K1,12419,C07230
C07231-K1,10593,C07231
C07232-K1,20472,C07232
C07233-K1,16586,C07233
C07234-K1,16634,C07234
C07235-K1,20233,C07235
C07236-K1,10371,C07236
C07237-K1,12151,C07237
C07238-K1,16887,C07238
C07239-K1,15796,C07239
C07240-K1,21153,C07240
C07241-K1,23019,C07241
C07242-K1,19818,C07242
C07243-K1,11618,C07243
C07244-K1,17589,C07244
C07245-K1,18495,C07245
C07246-K1,10006,C07246
C07247-K1,11895,C07247
C07248-K1,18046,C07248
C07249-K1,22066,C07249
C07250-K1,18662,C07250
C07251-K1,10687,C07251
C07252-K1,22637,C07252
C07253-K1,10993,C07253
C07254-K1,13673,C07254
C07255-K1,19951,C07255
C07256-K2,19873,C07256
C07257-K1,13819,C07257
C07258-K1,17717,C07258
C07259-K1,15022,C07259
C07260-K1,19133,C07260
C07261-K1,13366,C07261
C07262-K1,11139,C07262
C07263-K1,21639,C07263
C07264-K1,14645,C07264
C07265-K1,13574,C07265
C07266-K1,15495,C07266
C07267-K1,21558,C07267
C07268-K1,21868,C07268
C07269-K1,10999,C07269
C07270-K1,12555,C07270
C07271-K1,18087,C07271
C07272-K1,23535,C07272
C07273-K1,12084,C07273
C07274-K1,13121,C07274
C07275-K1,10202,C07275
C07276-K1,23349,C07276
C07277-K1,20618,C07277
C07278-K1,22894,C07278
C07279-K1,14589,C07279
C07280-K1,16165,C07280
C07281-K1,17222,C07281
C07282-K1,10637,C07282
C07283-K1,14570,C07283
C07284-K1,21251,C07284
C07285-K1,20502,C07285
C07286-K1,20314,C07286
C07287-K1,16269,C07287
C07288-K1,15493,C07288
C07289-K1,18613,C07289
C07290-K1,22957,C07290
C07291-K1,18498,C07291
C07292-K1,10987,C07292
C07293-K1,15344,C07293
C07294-K1,11017,C07294
C07295-K1,18320,C07295
C07296-K1,23103,C07296
C07297-K1,13729,C07297
C07298-K1,14719,C07298
C07299-K1,23459,C07299
C07300-K1,20348,C07300
C07301-K1,16095,C07301
C07302-K1,11153,C07302
C07303-K1,22622,C07303
C07304-K1,16396,C07304
C07305-K1,18944,C07305
C07306-K1,20954,C07306
C07307-K1,20922,C07307
C07308-K1,10219,C07308
C07309-K1,19038,C07309
C07310-K1,20310,C07310
C07311-K1,14432,C07311
C07312-K1,11584,C07312
C07313-K1,16570,C07313
C07314-K1,10171,C07314
C07315-K1,22176,C07315
C07316-K1,11604,C07316
C07317-K1,12912,C07317
C07318-K1,17800,C07318
C07319-K1,11659,C07319
C07320-K1,11136,C07320
C07321-K1,14221,C07321
C07322-K1,19255,C07322
C07323-K1,22098,C07323
C07324-K1,23185,C07324
C07325-K1,13874,C07325
C07326-K1,20734,C07326
C07327-K1,12343,C07327
C07328-K1,10409,C07328
C07329-K1,21254,C07329
C07330-K1,19735,C07330
C07331-K1,17415,C07331
C07332-K1,21492,C07332
C07333-K1,15246,C07333
C07334-K1,10964,C07334
C07335-K1,18385,C07335
C07336-K1,16763,C07336
C07337-K1,17497,C07337
C07338-K1,10014,C07338
C07339-K1,14773,C07339
C07340-K1,20709,C07340
C07341-K1,12328,C07341
C07342-K1,13817,C07342
C07343-K1,21416,C07343
C07344-K1,18350,C07344
C07345-K1,20597,C07345
C07346-K1,21536,C07346
C07347-K1,21253,C07347
C07348-K1,21697,C07348
C07349-K1,10893,C07349
C07350-K1,23466,C07350
C07351-K1,19585,C07351
C07352-K1,10480,C07352
C07353-K1,10512,C07353
C07354-K2,10510,C07354
C07355-K1,12861,C07355
C07356-K1,15634,C07356
C07357-K1,10096,C07357
C07358-K1,11208,C07358
C07359-K1,13230,C07359
C07360-K1,18129,C07360
C07361-K1,19125,C07361
C07362-K1,17997,C07362
C07363-K1,18017,C07363
C07364-K1,17588,C07364
C07365-K1,15455,C07365
C07366-K1,12571,C07366
C07367-K1,15136,C07367
C07368-K1,12671,C07368
C07369-K1,16173,C07369
C07370-K1,12878,C07370
C07371-K1,11881,C07371
C07372-K1,12157,C07372
C07373-K1,15406,C07373
C07374-K1,15336,C07374
C07375-K1,17474,C07375
C07376-K1,22334,C07376
C07377-K1,15397,C07377
C07378-K1,15573,C07378
C07379-K1,16980,C07379
C07380-K1,23334,C07380
C07381-K1,15249,C07381
C07382-K1,17370,C07382
C07383-K1,16850,C07383
C07384-K1,20912,C07384
C07385-K1,20482,C07385
C07386-K1,21100,C07386
C07387-K1,16731,C07387
C07388-K1,16421,C07388
C07389-K1,18297,C07389
C07390-K1,20508,C07390
C07391-K1,22107,C07391
C07392-K1,16324,C07392
C07393-K1,16227,C07393
C07394-K1,14326,C07394
C07395-K1,11840,C07395
C07396-K1,23166,C07396
C07397-K1,16004,C07397
C07398-K1,21219,C07398
C07399-K1,18560,C07399
C07400-K2,16320,C07400
C07401-K1,19043,C07401
C07402-K1,20053,C07402
C07403-K1,10556,C07403
C07404-K1,10608,C07404
C07405-K1,17634,C07405
C07406-K1,15618,C07406
